Img	Target_Label	Epsilon	Objective_Value	Label
1	0	0.05	-3.6728184046378205	2
1	1	0.05	-3.6137720848403494	2
1	3	0.05	2.7695334859322083	2
1	4	0.05	-3.71677581082177	2
1	5	0.05	-3.531186198741585	2
1	6	0.05	-3.0690578756539226	2
1	7	0.05	-3.719471651908716	2
1	8	0.05	0.05138607464662366	2
1	9	0.05	-3.660298412898326	2
2	1	0.05	-7.643366179569072	0
2	2	0.05	-7.505483189012487	0
2	3	0.05	-7.71730165507196	0
2	4	0.05	-7.738144808393477	0
2	5	0.05	-7.580954244905345	0
2	6	0.05	-7.659562721565635	0
2	7	0.05	-7.725382279328814	0
2	8	0.05	-7.666789826503803	0
2	9	0.05	-7.692442244477482	0
3	0	0.05	-7.725282578691009	4
3	1	0.05	-7.65104998430233	4
3	2	0.05	-7.6675484320920075	4
3	3	0.05	-7.7623879126146536	4
3	5	0.05	-7.674494393457674	4
3	6	0.05	-6.209494840948843	4
3	7	0.05	-2.3394139372134197	4
3	8	0.05	-7.756188047213442	4
3	9	0.05	-4.130124322316941	4
4	0	0.05	-2.0640468907386893	8
4	1	0.05	-3.9752299473767985	8
4	2	0.05	-5.178702472190993	8
4	3	0.05	1.1020627795853852	8
4	4	0.05	-5.545081245448562	8
4	5	0.05	-2.79532163278562	8
4	6	0.05	-3.0214020748818653	8
4	7	0.05	-5.480400551275314	8
4	9	0.05	-4.345609412721265	8
5	0	0.05	-7.529354009791941	7
5	1	0.05	-7.458402305781852	7
5	2	0.05	-7.355566140244981	7
5	3	0.05	-3.070046487794127	7
5	4	0.05	-7.5231773468981045	7
5	5	0.05	-7.500482198522169	7
5	6	0.05	-7.621177637503013	7
5	8	0.05	-7.59392533991456	7
5	9	0.05	-6.998473233204693	7
6	0	0.05	-7.825331852685466	6
6	1	0.05	-7.764017170455439	6
6	2	0.05	-7.484775120183279	6
6	3	0.05	-7.872445704840913	6
6	4	0.05	-7.689154093702986	6
6	5	0.05	-7.372622890689562	6
6	7	0.05	-7.852977468794058	6
6	8	0.05	-7.12528411758719	6
6	9	0.05	-7.819840015873296	6
7	1	0.05	-7.6300892611590445	0
7	2	0.05	-7.469801138083194	0
7	3	0.05	-7.697521551718058	0
7	4	0.05	-7.750782850923328	0
7	5	0.05	-5.766773099700025	0
7	6	0.05	-7.5453885726475685	0
7	7	0.05	-1.4974670015160243	0
7	8	0.05	-7.693640110104615	0
7	9	0.05	-5.28762096903867	0
