Img	Time(s)	Epsilon
1	2.063	0.025
2	1.066	0.025
3	1.137	0.025
4	1.177	0.025
5	1.081	0.025
6	1.072	0.025
7	1.28	0.025
8	1.165	0.025
9	1.219	0.025
10	1.086	0.025
11	1.11	0.025
12	1.065	0.025
13	1.075	0.025
14	1.248	0.025
15	1.109	0.025
16	1.056	0.025
17	1.092	0.025
18	1.068	0.025
19	1.309	0.025
20	1.095	0.025
21	1.293	0.025
22	1.058	0.025
23	1.051	0.025
24	1.063	0.025
25	1.317	0.025
26	1.09	0.025
27	1.098	0.025
28	1.147	0.025
29	1.05	0.025
30	1.279	0.025
31	1.056	0.025
32	1.062	0.025
33	1.049	0.025
34	1.046	0.025
35	1.06	0.025
36	1.271	0.025
37	1.072	0.025
38	1.033	0.025
39	1.068	0.025
40	1.056	0.025
41	1.191	0.025
42	1.044	0.025
43	1.047	0.025
44	1.053	0.025
45	1.077	0.025
46	1.157	0.025
47	1.062	0.025
48	1.074	0.025
49	1.082	0.025
50	1.095	0.025
51	1.292	0.025
52	1.082	0.025
53	1.039	0.025
54	1.056	0.025
55	1.066	0.025
56	1.185	0.025
57	1.056	0.025
58	1.076	0.025
59	1.047	0.025
60	1.087	0.025
61	1.391	0.025
62	1.058	0.025
63	1.053	0.025
64	1.074	0.025
65	1.053	0.025
66	1.187	0.025
67	1.059	0.025
68	1.036	0.025
69	1.081	0.025
70	1.051	0.025
71	1.318	0.025
72	1.082	0.025
73	1.109	0.025
74	1.058	0.025
75	1.106	0.025
76	1.079	0.025
77	1.3	0.025
78	1.383	0.025
79	1.084	0.025
80	1.094	0.025
81	1.082	0.025
82	1.31	0.025
83	1.065	0.025
84	1.075	0.025
85	1.072	0.025
86	1.138	0.025
87	1.247	0.025
88	1.053	0.025
89	1.159	0.025
90	1.031	0.025
91	1.064	0.025
92	1.183	0.025
93	1.069	0.025
94	1.07	0.025
95	1.087	0.025
96	1.191	0.025
97	1.305	0.025
98	1.072	0.025
99	1.071	0.025
100	1.08	0.025
101	1.051	0.025
102	1.075	0.025
103	1.394	0.025
104	1.098	0.025
105	1.048	0.025
106	1.048	0.025
107	1.064	0.025
108	1.746	0.025
109	1.137	0.025
110	1.062	0.025
111	1.114	0.025
112	1.048	0.025
113	1.276	0.025
114	1.257	0.025
115	1.08	0.025
116	1.067	0.025
117	1.067	0.025
118	1.086	0.025
119	1.273	0.025
120	1.087	0.025
121	1.056	0.025
122	1.115	0.025
123	1.095	0.025
124	1.343	0.025
125	1.05	0.025
126	1.116	0.025
127	1.068	0.025
128	1.104	0.025
129	1.176	0.025
130	1.597	0.025
