Img	Time(s)	Epsilon
1	0.482	0.025
2	0.495	0.025
3	0.614	0.025
4	0.465	0.025
5	0.462	0.025
6	0.475	0.025
7	0.486	0.025
8	0.458	0.025
9	0.469	0.025
10	0.586	0.025
11	0.463	0.025
12	0.479	0.025
13	0.464	0.025
14	0.472	0.025
15	0.475	0.025
16	0.485	0.025
17	0.604	0.025
18	0.472	0.025
19	0.472	0.025
20	0.484	0.025
21	0.471	0.025
22	0.477	0.025
23	0.471	0.025
24	0.608	0.025
25	0.471	0.025
26	0.479	0.025
27	0.458	0.025
28	0.478	0.025
29	0.466	0.025
30	0.476	0.025
31	0.596	0.025
32	0.476	0.025
33	0.48	0.025
34	0.467	0.025
35	0.472	0.025
36	0.471	0.025
37	0.488	0.025
38	0.594	0.025
39	0.464	0.025
40	0.463	0.025
41	0.489	0.025
42	0.459	0.025
43	0.48	0.025
44	0.475	0.025
45	0.604	0.025
46	0.471	0.025
47	0.466	0.025
48	0.472	0.025
49	0.468	0.025
50	0.472	0.025
51	0.473	0.025
52	0.6	0.025
53	0.479	0.025
54	0.484	0.025
55	0.465	0.025
56	0.473	0.025
57	0.462	0.025
58	0.487	0.025
59	0.596	0.025
60	0.475	0.025
61	0.473	0.025
62	0.486	0.025
63	0.477	0.025
64	0.473	0.025
65	0.484	0.025
66	0.617	0.025
67	0.463	0.025
68	0.475	0.025
69	0.463	0.025
70	0.475	0.025
71	0.468	0.025
72	0.467	0.025
73	0.606	0.025
74	0.475	0.025
75	0.484	0.025
76	0.463	0.025
77	0.468	0.025
78	0.481	0.025
79	0.48	0.025
80	0.583	0.025
81	0.466	0.025
82	0.467	0.025
83	0.481	0.025
84	0.469	0.025
85	0.472	0.025
86	0.473	0.025
87	0.611	0.025
88	0.477	0.025
89	0.474	0.025
90	0.465	0.025
91	0.475	0.025
92	0.481	0.025
93	0.479	0.025
94	0.602	0.025
95	0.468	0.025
96	0.483	0.025
97	0.459	0.025
98	0.474	0.025
99	0.466	0.025
100	0.48	0.025
101	0.632	0.025
102	0.479	0.025
103	0.472	0.025
104	0.492	0.025
105	0.465	0.025
106	0.477	0.025
107	0.476	0.025
108	0.611	0.025
109	0.477	0.025
110	0.468	0.025
111	0.477	0.025
112	0.476	0.025
113	0.484	0.025
114	0.475	0.025
115	0.592	0.025
116	0.469	0.025
117	0.476	0.025
118	0.463	0.025
119	0.469	0.025
120	0.471	0.025
121	0.486	0.025
122	0.598	0.025
123	0.477	0.025
124	0.475	0.025
125	0.491	0.025
126	0.467	0.025
127	0.462	0.025
128	0.464	0.025
129	0.609	0.025
130	0.459	0.025
131	0.46	0.025
132	0.469	0.025
133	0.473	0.025
134	0.487	0.025
135	0.479	0.025
136	0.596	0.025
137	0.474	0.025
138	0.479	0.025
