Img	Time(s)	Epsilon
1	10.216	0.008
2	9.75	0.008
3	9.789	0.008
4	10.486	0.008
5	10.014	0.008
6	9.972	0.008
7	10.352	0.008
8	10.988	0.008
9	10.18	0.008
10	10.105	0.008
11	10.544	0.008
12	10.054	0.008
13	10.251	0.008
14	10.099	0.008
15	10.288	0.008
16	10.629	0.008
17	10.274	0.008
18	10.026	0.008
19	10.79	0.008
20	10.97	0.008
21	10.109	0.008
22	10.28	0.008
23	10.452	0.008
24	10.09	0.008
25	10.053	0.008
26	10.11	0.008
27	11.037	0.008
28	9.791	0.008
29	9.759	0.008
30	10.001	0.008
31	1.167	0.008
32	10.073	0.008
33	10.191	0.008
34	11.157	0.008
35	10.067	0.008
36	10.043	0.008
37	9.96	0.008
38	10.025	0.008
39	10.225	0.008
40	10.332	0.008
41	10.148	0.008
42	10.144	0.008
43	10.558	0.008
44	10.012	0.008
45	9.959	0.008
46	9.889	0.008
47	10.933	0.008
48	9.767	0.008
49	10.18	0.008
50	10.018	0.008
51	9.977	0.008
52	10.145	0.008
53	10.319	0.008
54	10.123	0.008
55	9.982	0.008
56	9.846	0.008
57	10.044	0.008
58	10.015	0.008
59	10.095	0.008
60	10.232	0.008
61	9.944	0.008
62	10.564	0.008
63	10.071	0.008
64	10.351	0.008
65	10.104	0.008
66	10.059	0.008
67	10.351	0.008
68	9.835	0.008
69	10.214	0.008
70	9.954	0.008
71	10.736	0.008
72	9.975	0.008
73	9.865	0.008
74	10.162	0.008
75	11.051	0.008
76	10.376	0.008
77	10.767	0.008
78	10.057	0.008
79	9.761	0.008
80	10.049	0.008
81	10.628	0.008
82	10.152	0.008
83	10.063	0.008
84	10.12	0.008
85	10.929	0.008
86	10.317	0.008
87	9.997	0.008
88	9.975	0.008
89	9.968	0.008
90	9.737	0.008
91	9.858	0.008
92	10.211	0.008
93	9.954	0.008
94	9.939	0.008
95	10.159	0.008
96	10.317	0.008
97	10.095	0.008
98	9.905	0.008
99	2.426	0.008
100	9.947	0.008
101	10.609	0.008
102	10.339	0.008
103	9.963	0.008
104	10.658	0.008
105	10.836	0.008
106	10.637	0.008
107	10.437	0.008
108	7.583	0.008
109	9.898	0.008
110	10.12	0.008
111	10.244	0.008
112	10.296	0.008
113	9.938	0.008
114	9.946	0.008
115	10.078	0.008
116	9.868	0.008
117	10.18	0.008
118	10.14	0.008
119	9.958	0.008
120	10.208	0.008
121	10.307	0.008
122	10.239	0.008
123	11.027	0.008
124	9.909	0.008
125	10.128	0.008
126	11.114	0.008
127	10.694	0.008
128	10.009	0.008
129	9.876	0.008
130	10.877	0.008
131	9.992	0.008
132	10.712	0.008
133	10.05	0.008
134	10.251	0.008
135	10.224	0.008
136	10.642	0.008
137	10.381	0.008
138	10.168	0.008
139	10.032	0.008
140	9.924	0.008
141	10.108	0.008
142	10.303	0.008
143	9.849	0.008
144	10.044	0.008
145	9.924	0.008
146	10.361	0.008
147	9.978	0.008
148	3.58	0.008
149	9.948	0.008
150	9.948	0.008
1	10.434	0.016
2	10.087	0.016
3	10.252	0.016
4	11.097	0.016
5	10.052	0.016
6	10.263	0.016
7	9.866	0.016
8	11.217	0.016
9	10.816	0.016
10	9.848	0.016
11	11.195	0.016
12	10.341	0.016
13	10.757	0.016
14	10.324	0.016
15	10.296	0.016
16	10.826	0.016
17	10.293	0.016
18	10.817	0.016
19	11.171	0.016
20	11.166	0.016
21	10.905	0.016
22	10.222	0.016
23	10.979	0.016
24	10.805	0.016
25	10.345	0.016
26	10.161	0.016
27	11.585	0.016
28	10.093	0.016
29	10.199	0.016
30	10.005	0.016
31	1.357	0.016
32	10.082	0.016
33	10.751	0.016
34	1.405	0.016
35	10.383	0.016
36	10.138	0.016
37	10.772	0.016
38	10.485	0.016
39	11.498	0.016
40	10.944	0.016
41	10.284	0.016
42	10.426	0.016
43	10.929	0.016
44	10.629	0.016
45	10.331	0.016
46	10.133	0.016
47	11.14	0.016
48	10.092	0.016
49	10.526	0.016
50	10.18	0.016
51	10.54	0.016
52	10.849	0.016
53	10.321	0.016
54	10.6	0.016
55	10.583	0.016
56	10.054	0.016
57	10.81	0.016
58	10.086	0.016
59	10.439	0.016
60	10.599	0.016
61	10.098	0.016
62	11.025	0.016
63	10.847	0.016
64	10.628	0.016
65	10.856	0.016
66	10.052	0.016
67	10.869	0.016
68	10.513	0.016
69	10.399	0.016
70	9.966	0.016
71	11.226	0.016
72	10.878	0.016
73	10.176	0.016
74	10.539	0.016
75	10.134	0.016
76	10.392	0.016
77	10.993	0.016
78	10.348	0.016
79	10.029	0.016
80	10.434	0.016
81	11.327	0.016
82	10.151	0.016
83	10.233	0.016
84	10.31	0.016
85	11.281	0.016
86	11.353	0.016
87	10.34	0.016
88	10.439	0.016
89	10.079	0.016
90	10.143	0.016
91	10.116	0.016
92	10.383	0.016
93	10.032	0.016
94	10.192	0.016
95	10.96	0.016
96	10.453	0.016
97	10.935	0.016
98	11.552	0.016
99	1.178	0.016
100	10.127	0.016
101	11.092	0.016
102	10.287	0.016
103	10.608	0.016
104	11.014	0.016
105	10.907	0.016
106	10.928	0.016
107	10.935	0.016
108	2.628	0.016
109	10.826	0.016
110	10.826	0.016
111	10.523	0.016
112	10.832	0.016
113	10.662	0.016
114	10.303	0.016
115	10.25	0.016
116	10.151	0.016
117	10.212	0.016
118	10.179	0.016
119	10.06	0.016
120	10.193	0.016
121	10.374	0.016
122	10.296	0.016
123	11.719	0.016
124	10.506	0.016
125	10.236	0.016
126	11.193	0.016
127	10.989	0.016
128	10.307	0.016
129	9.997	0.016
130	11.044	0.016
131	10.087	0.016
132	10.732	0.016
133	10.536	0.016
134	11.18	0.016
135	10.255	0.016
136	11.661	0.016
137	10.113	0.016
138	10.21	0.016
139	10.316	0.016
140	10.276	0.016
141	10.367	0.016
142	10.466	0.016
143	10.344	0.016
144	10.641	0.016
145	10.204	0.016
146	10.907	0.016
147	10.751	0.016
148	2.462	0.016
149	10.118	0.016
150	10.522	0.016
1	11.121	0.024
2	10.359	0.024
3	10.149	0.024
4	12.751	0.024
5	10.442	0.024
6	10.248	0.024
7	10.342	0.024
8	11.459	0.024
9	11.129	0.024
10	10.537	0.024
11	11.822	0.024
12	10.568	0.024
13	11.677	0.024
14	11.506	0.024
15	11.222	0.024
16	10.969	0.024
17	10.523	0.024
18	11.48	0.024
19	11.762	0.024
20	12.001	0.024
21	11.616	0.024
22	11.537	0.024
23	11.547	0.024
24	11.012	0.024
25	11.879	0.024
26	10.269	0.024
27	12.316	0.024
28	10.468	0.024
29	11.145	0.024
30	10.479	0.024
31	1.427	0.024
32	10.245	0.024
33	11.534	0.024
34	1.456	0.024
35	10.266	0.024
36	10.616	0.024
37	11.716	0.024
38	10.524	0.024
39	12.141	0.024
40	11.095	0.024
41	10.669	0.024
42	11.48	0.024
43	11.592	0.024
44	11.24	0.024
45	10.593	0.024
46	10.466	0.024
47	12.156	0.024
48	10.494	0.024
49	11.856	0.024
50	10.549	0.024
51	11.038	0.024
52	11.582	0.024
53	11.104	0.024
54	11.226	0.024
55	11.344	0.024
56	10.331	0.024
57	11.267	0.024
58	10.908	0.024
59	11.207	0.024
60	10.72	0.024
61	11.091	0.024
62	11.644	0.024
63	11.265	0.024
64	12.194	0.024
65	11.197	0.024
66	10.63	0.024
67	10.977	0.024
68	11.726	0.024
69	10.532	0.024
70	10.379	0.024
71	11.666	0.024
72	11.321	0.024
73	10.655	0.024
74	10.398	0.024
75	10.745	0.024
76	10.478	0.024
77	11.352	0.024
78	10.453	0.024
79	11.07	0.024
80	11.124	0.024
81	11.66	0.024
82	11.439	0.024
83	10.534	0.024
84	10.674	0.024
85	12.168	0.024
86	13.441	0.024
87	11.387	0.024
88	10.535	0.024
89	10.823	0.024
90	10.424	0.024
91	11.958	0.024
92	11.322	0.024
93	10.817	0.024
94	10.46	0.024
95	11.026	0.024
96	11.09	0.024
97	11.343	0.024
98	12.787	0.024
99	1.351	0.024
100	10.383	0.024
101	11.713	0.024
102	10.996	0.024
103	11.158	0.024
104	11.703	0.024
105	11.942	0.024
106	11.383	0.024
107	11.105	0.024
108	1.44	0.024
109	11.525	0.024
110	11.999	0.024
111	10.655	0.024
112	10.971	0.024
113	11.553	0.024
114	10.788	0.024
115	11.108	0.024
116	10.283	0.024
117	10.672	0.024
118	10.671	0.024
119	10.562	0.024
120	10.343	0.024
121	10.529	0.024
122	11.043	0.024
123	12.522	0.024
124	11.51	0.024
125	10.7	0.024
126	11.679	0.024
127	7.682	0.024
128	10.482	0.024
129	10.148	0.024
130	11.368	0.024
131	10.381	0.024
132	11.295	0.024
133	10.896	0.024
134	11.664	0.024
135	10.689	0.024
136	14.705	0.024
137	10.967	0.024
138	11.103	0.024
139	10.585	0.024
140	10.445	0.024
141	11.599	0.024
142	10.811	0.024
143	11.322	0.024
144	10.597	0.024
145	10.813	0.024
146	11.5	0.024
147	11.684	0.024
148	1.295	0.024
149	10.312	0.024
150	11.593	0.024
1	11.462	0.032
2	10.724	0.032
3	10.591	0.032
4	13.663	0.032
5	10.793	0.032
6	10.412	0.032
7	10.487	0.032
8	12.285	0.032
9	6.458	0.032
10	12.584	0.032
11	9.812	0.032
12	10.545	0.032
13	11.691	0.032
14	11.374	0.032
15	12.647	0.032
16	11.733	0.032
17	11.07	0.032
18	12.68	0.032
19	13.594	0.032
20	12.371	0.032
21	12.933	0.032
22	13.374	0.032
23	11.428	0.032
24	11.871	0.032
25	12.19	0.032
26	10.609	0.032
27	12.556	0.032
28	10.759	0.032
29	11.93	0.032
30	12.314	0.032
31	1.42	0.032
32	11.104	0.032
33	11.674	0.032
34	1.482	0.032
35	11.084	0.032
36	11.181	0.032
37	11.978	0.032
38	11.365	0.032
39	14.163	0.032
40	11.892	0.032
41	10.785	0.032
42	12.045	0.032
43	11.26	0.032
44	11.598	0.032
45	11.016	0.032
46	10.864	0.032
47	12.414	0.032
48	10.718	0.032
49	22.589	0.032
50	11.754	0.032
51	11.694	0.032
52	12.075	0.032
53	11.767	0.032
54	12.907	0.032
55	12.485	0.032
56	12.079	0.032
57	11.786	0.032
58	14.764	0.032
59	12.003	0.032
60	12.213	0.032
61	11.516	0.032
62	12.205	0.032
63	12.399	0.032
64	13.574	0.032
65	12.939	0.032
66	11.318	0.032
67	11.695	0.032
68	12.32	0.032
69	11.722	0.032
70	11.218	0.032
71	13.176	0.032
72	14.647	0.032
73	11.42	0.032
74	11.438	0.032
75	11.694	0.032
76	11.158	0.032
77	11.649	0.032
78	10.896	0.032
79	12.105	0.032
80	13.817	0.032
81	12.541	0.032
82	12.078	0.032
83	11.245	0.032
84	10.991	0.032
85	12.098	0.032
86	19.596	0.032
87	12.462	0.032
88	11.27	0.032
89	11.194	0.032
90	10.767	0.032
91	11.443	0.032
92	11.867	0.032
93	14.324	0.032
94	11.388	0.032
95	11.744	0.032
96	11.638	0.032
97	11.918	0.032
98	15.187	0.032
99	1.447	0.032
100	11.0	0.032
101	12.619	0.032
102	10.879	0.032
103	12.083	0.032
104	12.222	0.032
105	13.14	0.032
106	12.554	0.032
107	11.739	0.032
108	1.298	0.032
109	11.988	0.032
110	13.398	0.032
111	12.744	0.032
112	11.942	0.032
113	12.978	0.032
114	12.982	0.032
115	11.293	0.032
116	10.718	0.032
117	11.333	0.032
118	10.73	0.032
119	10.847	0.032
120	10.878	0.032
121	11.087	0.032
122	11.675	0.032
123	13.623	0.032
124	12.959	0.032
125	11.472	0.032
126	12.132	0.032
127	7.57	0.032
128	11.144	0.032
129	10.783	0.032
130	12.189	0.032
131	10.849	0.032
132	11.756	0.032
133	12.434	0.032
134	11.626	0.032
135	11.468	0.032
136	13.089	0.032
137	13.185	0.032
138	11.714	0.032
139	11.536	0.032
140	10.682	0.032
141	13.328	0.032
142	12.067	0.032
143	11.818	0.032
144	12.156	0.032
145	12.317	0.032
146	12.185	0.032
147	11.83	0.032
148	1.483	0.032
149	9.914	0.032
150	11.563	0.032
