Img	Time(s)	Epsilon
1	16.152	0.008
2	9.754	0.008
3	9.82	0.008
4	10.041	0.008
5	9.944	0.008
6	9.829	0.008
7	10.011	0.008
8	9.891	0.008
9	10.464	0.008
10	9.955	0.008
11	10.007	0.008
12	9.877	0.008
13	10.043	0.008
14	9.915	0.008
15	9.934	0.008
16	10.173	0.008
17	10.027	0.008
18	9.848	0.008
19	10.44	0.008
20	10.237	0.008
21	10.028	0.008
22	10.056	0.008
23	10.61	0.008
24	10.046	0.008
25	9.985	0.008
26	9.805	0.008
27	10.051	0.008
28	9.822	0.008
29	9.836	0.008
30	10.192	0.008
31	1.274	0.008
32	9.793	0.008
33	10.002	0.008
34	11.452	0.008
35	10.731	0.008
36	10.294	0.008
37	10.656	0.008
38	10.233	0.008
39	10.69	0.008
40	10.599	0.008
41	10.227	0.008
42	10.337	0.008
43	10.62	0.008
44	11.22	0.008
45	10.186	0.008
46	10.114	0.008
47	10.558	0.008
48	10.169	0.008
49	10.396	0.008
50	10.57	0.008
51	10.07	0.008
52	10.473	0.008
53	10.451	0.008
54	10.765	0.008
55	10.233	0.008
56	10.133	0.008
57	10.223	0.008
58	10.423	0.008
59	10.221	0.008
60	10.159	0.008
61	10.196	0.008
62	1.185	0.008
63	10.378	0.008
64	10.258	0.008
65	10.151	0.008
66	10.165	0.008
67	10.137	0.008
68	10.473	0.008
69	10.448	0.008
70	10.305	0.008
71	10.277	0.008
72	10.54	0.008
73	10.171	0.008
74	10.362	0.008
75	10.231	0.008
76	10.096	0.008
77	10.403	0.008
78	10.094	0.008
79	10.952	0.008
80	10.198	0.008
81	10.082	0.008
82	10.047	0.008
83	10.306	0.008
84	10.396	0.008
85	10.875	0.008
86	10.516	0.008
87	10.602	0.008
88	10.55	0.008
89	11.249	0.008
90	11.123	0.008
91	10.803	0.008
92	10.76	0.008
93	10.385	0.008
94	10.336	0.008
95	10.372	0.008
96	10.496	0.008
97	10.39	0.008
98	10.418	0.008
99	2.297	0.008
100	10.17	0.008
101	10.213	0.008
102	10.673	0.008
103	10.106	0.008
104	2.438	0.008
105	10.378	0.008
106	10.7	0.008
107	10.096	0.008
