Img	Target_Label	Epsilon	Objective_Value	Label
1	0	0.025	-7.607643546219618	2
1	1	0.025	-7.569639838100049	2
1	3	0.025	-6.920153723152661	2
1	4	0.025	-7.711735158117113	2
1	5	0.025	-7.756336304838198	2
1	6	0.025	-7.617785041934833	2
1	7	0.025	-7.761053756098578	2
1	8	0.025	-7.74604912624296	2
1	9	0.025	-7.608784117293873	2
2	1	0.025	-7.552947021784521	0
2	2	0.025	-7.523903669811652	0
2	3	0.025	-7.374952134574003	0
2	4	0.025	-7.628394595976014	0
2	5	0.025	-7.5848452988513255	0
2	6	0.025	-7.548454486162047	0
2	7	0.025	-7.660459707259989	0
2	8	0.025	-7.671143085148583	0
2	9	0.025	-7.475073349292424	0
3	0	0.025	-7.705644440884826	4
3	1	0.025	-7.7722377634247195	4
3	2	0.025	-7.748482390738233	4
3	3	0.025	-7.781649470413816	4
3	5	0.025	-7.757714024649347	4
3	6	0.025	-7.820551114992645	4
3	7	0.025	-7.870029281756459	4
3	8	0.025	-7.8440685600082904	4
3	9	0.025	-6.762008278957583	4
4	0	0.025	-3.101681991676521	8
4	1	0.025	-6.507883766816812	8
4	2	0.025	-6.534645992132556	8
4	3	0.025	-5.745482038669942	8
4	4	0.025	-6.638873762431178	8
4	5	0.025	-1.6477847418160985	8
4	6	0.025	-0.3985251070341421	8
4	7	0.025	-6.677155836002086	8
4	9	0.025	-6.468725900647745	8
5	0	0.025	-7.621587745650912	7
5	1	0.025	-7.673608401548092	7
5	2	0.025	-7.637606044933632	7
5	3	0.025	-7.5751095002839985	7
5	4	0.025	-7.712155317376035	7
5	5	0.025	-7.665435073375242	7
5	6	0.025	-7.761085692025743	7
5	8	0.025	-7.7591075294859655	7
5	9	0.025	-7.416739633024308	7
6	0	0.025	-7.694672321751357	6
6	1	0.025	-7.692854445888015	6
6	2	0.025	-7.671226443602221	6
6	3	0.025	-7.655720439165797	6
6	4	0.025	-7.781764674860284	6
6	5	0.025	-7.685167809568945	6
6	7	0.025	-7.868141582339999	6
6	8	0.025	-7.152628104711372	6
6	9	0.025	-7.70750132951346	6
7	1	0.025	-7.552032869230461	0
7	2	0.025	-7.524664993427319	0
7	3	0.025	-7.375654537809171	0
7	4	0.025	-7.631557388233513	0
7	5	0.025	-7.585790065474003	0
7	6	0.025	-7.5936055973356495	0
7	7	0.025	-7.659932037694353	0
7	8	0.025	-7.677032855222781	0
7	9	0.025	-7.473626417668416	0
8	0	0.025	-7.214428321896275	6
8	1	0.025	-7.210215860928313	6
8	2	0.025	-7.199893596049228	6
8	3	0.025	-7.078222596208344	6
8	4	0.025	-7.3162397611642405	6
8	5	0.025	-1.605696897769379	6
8	7	0.025	-7.383708216989278	6
8	8	0.025	-5.868421693188465	6
8	9	0.025	-7.228773536302816	6
9	0	0.025	-2.870009422323229	3
9	1	0.025	-2.606759176052951	3
9	2	0.025	-2.868817016536563	3
9	4	0.025	-3.0064487274087184	3
9	5	0.025	-0.4223050442471082	3
9	6	0.025	-2.961073035906889	3
9	7	0.025	-3.0304250309783254	3
9	8	0.025	-1.5644595973787077	3
9	9	0.025	-2.6103742390752873	3
10	0	0.025	-7.674856377104447	1
10	2	0.025	-7.6599832065074445	1
10	3	0.025	-7.504723067345571	1
10	4	0.025	-7.797925772273814	1
10	5	0.025	-7.427849572671511	1
10	6	0.025	-7.708637606088588	1
10	7	0.025	-7.809329893175406	1
10	8	0.025	-7.778662119229569	1
10	9	0.025	-7.651467586475245	1
11	0	0.025	-7.481185358095471	8
11	1	0.025	-7.463622212566497	8
11	2	0.025	-7.474132235418083	8
11	3	0.025	-7.329297601209952	8
11	4	0.025	-7.560714963439338	8
11	5	0.025	-3.2331538605973296	8
11	6	0.025	-3.445470227693285	8
11	7	0.025	-7.6548291292879975	8
11	9	0.025	-7.461135521400557	8
12	1	0.025	-7.548086937832652	0
12	2	0.025	-7.3281743180500625	0
12	3	0.025	-7.373444164498531	0
12	4	0.025	-7.622179178341685	0
12	5	0.025	-7.588144065189764	0
12	6	0.025	-7.581774832997978	0
12	7	0.025	-7.660115621476061	0
12	8	0.025	-7.67616807999449	0
12	9	0.025	-7.472691662615289	0
13	0	0.025	-4.6363626342984245	7
13	1	0.025	-7.666179154497401	7
13	2	0.025	-5.587558248801322	7
13	3	0.025	-7.501698313381236	7
13	4	0.025	-7.713361687184258	7
13	5	0.025	-7.658837600717693	7
13	6	0.025	-7.754661624835386	7
13	8	0.025	-7.755255373175711	7
13	9	0.025	-7.186549781973231	7
14	0	0.025	-7.71441510336575	9
14	1	0.025	-7.768781812449803	9
14	2	0.025	-7.75833139152585	9
14	3	0.025	-7.6954256375224706	9
14	4	0.025	-7.738543920471596	9
14	5	0.025	-7.70981478412595	9
14	6	0.025	-7.835019685547417	9
14	7	0.025	-7.8421075865464225	9
14	8	0.025	-7.626360536219988	9
15	0	0.025	-7.458634054342209	8
15	1	0.025	-7.534919775575505	8
15	2	0.025	-7.557115498596138	8
15	3	0.025	-7.295106455788778	8
15	4	0.025	-7.649522103786261	8
15	5	0.025	-7.390648782646888	8
15	6	0.025	-7.621121143344603	8
15	7	0.025	-7.700829386024067	8
15	9	0.025	-6.199538861656952	8
16	0	0.025	-7.684953267271046	4
16	1	0.025	-7.747458491626522	4
16	2	0.025	-7.718655261931863	4
16	3	0.025	-7.743776016753475	4
16	5	0.025	-7.756550792316799	4
16	6	0.025	-7.607231666536911	4
16	7	0.025	-7.85949265854351	4
16	8	0.025	-7.811733647320218	4
16	9	0.025	-7.315453165831384	4
17	0	0.025	-7.382799043500986	5
17	1	0.025	-7.6104952162543595	5
17	2	0.025	-7.6281798473579085	5
17	3	0.025	-7.2118957407652795	5
17	4	0.025	-7.705288891186939	5
17	6	0.025	-7.666731059321054	5
17	7	0.025	-7.756883210063172	5
17	8	0.025	-7.7143468059364	5
17	9	0.025	-7.568670797429563	5
18	0	0.025	-7.371213124004923	3
18	1	0.025	-7.8344493320222295	3
18	2	0.025	-7.865867356443737	3
18	4	0.025	-8.023279638884041	3
18	5	0.025	-5.217080625070997	3
18	6	0.025	-7.997702268133738	3
18	7	0.025	-8.018215515465105	3
18	8	0.025	-7.994516717263961	3
18	9	0.025	-7.3941515961767905	3
19	0	0.025	-7.672112574673093	4
19	1	0.025	-7.376393071398584	4
19	2	0.025	-7.722925456456582	4
19	3	0.025	-7.583499970538848	4
19	5	0.025	-7.657221704326396	4
19	6	0.025	-7.800669821587939	4
19	7	0.025	-7.8106393338729845	4
19	8	0.025	-7.6537765225148755	4
19	9	0.025	-3.4638697902858357	4
20	1	0.025	-6.30073297509255	0
20	2	0.025	-6.121163178693851	0
20	3	0.025	-6.057438590112526	0
20	4	0.025	-6.37556625665416	0
20	5	0.025	-6.128171279518886	0
20	6	0.025	-6.347538437241107	0
20	7	0.025	-6.023897050898508	0
20	8	0.025	-1.4470799129003322	0
20	9	0.025	-5.136633824082736	0
21	0	0.025	-7.685352748856088	6
21	1	0.025	-7.681821374291385	6
21	2	0.025	-6.601777633146983	6
21	3	0.025	-7.647718037740338	6
21	4	0.025	-7.776660807366057	6
21	5	0.025	-7.754516662806324	6
21	7	0.025	-7.8512082373693435	6
21	8	0.025	-7.833976284801726	6
21	9	0.025	-7.699256827437086	6
22	0	0.025	-7.675994211316831	6
22	1	0.025	-7.654826587851376	6
22	2	0.025	-5.9046182970220285	6
22	3	0.025	-7.61553483464967	6
22	4	0.025	-7.7642103885426	6
22	5	0.025	-7.813734242515373	6
22	7	0.025	-7.830747016486054	6
22	8	0.025	-7.789531446623665	6
22	9	0.025	-7.673537568024679	6
23	0	0.025	-7.873645787356825	3
23	1	0.025	-5.497463387883143	3
23	2	0.025	-6.256587101621407	3
23	4	0.025	-8.034970921296313	3
23	5	0.025	-2.6056205204429275	3
23	6	0.025	-8.001543237485892	3
23	7	0.025	-8.009725523330154	3
23	8	0.025	-7.977100788600102	3
23	9	0.025	-7.880939854392896	3
24	1	0.025	-7.547456953747362	0
24	2	0.025	-7.515035071646519	0
24	3	0.025	-7.373435563965751	0
24	4	0.025	-7.627018461755746	0
24	5	0.025	-7.585009893456107	0
24	6	0.025	-7.585905603583157	0
24	7	0.025	-7.6588579882089665	0
24	8	0.025	-7.67327000938983	0
24	9	0.025	-7.471186076001066	0
25	0	0.025	-7.612752853761697	2
25	1	0.025	-6.694747346236874	2
25	3	0.025	-6.291889657816391	2
25	4	0.025	-7.743505469040971	2
25	5	0.025	-7.7858715615768075	2
25	6	0.025	-7.718250760450159	2
25	7	0.025	-7.7625831633952345	2
25	8	0.025	-7.753051568665943	2
25	9	0.025	-7.647455598853035	2
26	0	0.025	-7.914707077975531	3
26	1	0.025	-7.8837079960371925	3
26	2	0.025	-7.731483542775755	3
26	4	0.025	-8.062308070585349	3
26	5	0.025	-6.146351658222657	3
26	6	0.025	-8.04151396771531	3
26	7	0.025	-8.055546687861934	3
26	8	0.025	-8.0259765033335	3
26	9	0.025	-7.898908403197617	3
27	0	0.025	-7.639869697721314	6
27	1	0.025	-7.614810843894002	6
27	2	0.025	-7.104442429344765	6
27	3	0.025	-7.522226373167414	6
27	4	0.025	-7.748248039341559	6
27	5	0.025	-5.029392097409703	6
27	7	0.025	-7.8067838191390155	6
27	8	0.025	-7.586070974416518	6
27	9	0.025	-7.670435766292025	6
28	0	0.025	-7.695963684514178	6
28	1	0.025	-7.693856322827098	6
28	2	0.025	-7.671248555261473	6
28	3	0.025	-7.657451918411647	6
28	4	0.025	-7.7929475844193234	6
28	5	0.025	-7.748470650831775	6
28	7	0.025	-7.868932048948356	6
28	8	0.025	-7.84827914056591	6
28	9	0.025	-7.726191154584859	6
29	0	0.025	-7.624694980202533	7
29	1	0.025	-7.667817256030422	7
29	2	0.025	-7.463726502752026	7
29	3	0.025	-7.189335992481287	7
29	4	0.025	-7.709358229122711	7
29	5	0.025	-7.576451266287196	7
29	6	0.025	-7.76352973508312	7
29	8	0.025	-7.754337499607845	7
29	9	0.025	-7.371269018802236	7
30	0	0.025	-7.687088118664245	4
30	1	0.025	-7.751649688432233	4
30	2	0.025	-7.7263208605736216	4
30	3	0.025	-7.749382965479554	4
30	5	0.025	-7.738513710321103	4
30	6	0.025	-6.877523215792257	4
30	7	0.025	-3.127742955547647	4
30	8	0.025	-7.821455330529593	4
30	9	0.025	-7.072954321002444	4
32	0	0.025	-7.913367491827468	3
32	1	0.025	-7.882921742040498	3
32	2	0.025	-7.900847222594926	3
32	4	0.025	-8.06089986306849	3
32	5	0.025	-8.035707827307172	3
32	6	0.025	-8.041017014841294	3
32	7	0.025	-8.053848919000302	3
32	8	0.025	-8.027982538785697	3
32	9	0.025	-7.893871498925033	3
33	0	0.025	-7.545618308287788	8
33	1	0.025	-7.525297261833963	8
33	2	0.025	-5.33911171512535	8
33	3	0.025	-6.779596834024109	8
33	4	0.025	-7.651293163868032	8
33	5	0.025	-7.659355314478726	8
33	6	0.025	-7.616537290835077	8
33	7	0.025	-7.700827726877404	8
33	9	0.025	-7.485887289743362	8
34	0	0.025	0.14309236453875784	7
34	1	0.025	4.1812413619917095	7
34	2	0.025	6.596238097655135	7
34	3	0.025	4.715277944580348	7
34	4	0.025	0.4331229439455016	7
34	5	0.025	0.06307080695723186	7
34	6	0.025	0.02074574288869952	7
34	8	0.025	0.5927989261334893	7
34	9	0.025	0.4557849425824743	7
35	0	0.025	-7.589980709271888	5
35	1	0.025	-7.608702109702535	5
35	2	0.025	-7.6087590198798045	5
35	3	0.025	-6.910794634347073	5
35	4	0.025	-7.715723244368234	5
35	6	0.025	-7.6530185691114845	5
35	7	0.025	-7.755479223637486	5
35	8	0.025	-7.704471300621453	5
35	9	0.025	-7.594071763284332	5
36	0	0.025	-7.702861597802928	4
36	1	0.025	-7.766607016828059	4
36	2	0.025	-7.743935357915639	4
36	3	0.025	-7.756771030480922	4
36	5	0.025	-7.745514565758643	4
36	6	0.025	-7.812524995917341	4
36	7	0.025	-7.862747198128506	4
36	8	0.025	-7.803219238570832	4
36	9	0.025	-5.864305242646678	4
37	0	0.025	-7.615054210105279	2
37	1	0.025	-7.572022969563975	2
37	3	0.025	-5.264257133042728	2
37	4	0.025	-7.738103702344461	2
37	5	0.025	-7.7869724926139625	2
37	6	0.025	-7.711174189757697	2
37	7	0.025	-7.76620105434554	2
37	8	0.025	-7.72118294296879	2
37	9	0.025	-7.647062042367687	2
38	0	0.025	-7.569976529486593	5
38	1	0.025	-7.57895799551249	5
38	2	0.025	-7.593352209868176	5
38	3	0.025	-7.157513067122342	5
38	4	0.025	-7.694207699292521	5
38	6	0.025	-7.64645864381025	5
38	7	0.025	-7.7327854291996205	5
38	8	0.025	-7.494529376582546	5
38	9	0.025	-7.5598109820505295	5
39	0	0.025	-4.863429355800394	5
39	1	0.025	-4.8906885857494045	5
39	2	0.025	-4.9324329696954585	5
39	3	0.025	-0.3200694718759619	5
39	4	0.025	-5.007522608034912	5
39	6	0.025	-4.936003933783442	5
39	7	0.025	-5.073691872816137	5
39	8	0.025	-5.048042514072086	5
39	9	0.025	-2.7401743115527815	5
40	0	0.025	-3.8659000985371157	8
40	1	0.025	-2.7005510736996405	8
40	2	0.025	-3.868281511000385	8
40	3	0.025	-1.6220139726303318	8
40	4	0.025	-3.977584024448877	8
40	5	0.025	-3.757619103508257	8
40	6	0.025	-3.9151585352983256	8
40	7	0.025	-4.027453585419392	8
40	9	0.025	-3.7830128260660003	8
41	0	0.025	-7.597452679199889	5
41	1	0.025	-7.622235826279663	5
41	2	0.025	-7.629444900862882	5
41	3	0.025	-6.722435760608104	5
41	4	0.025	-7.726580145753625	5
41	6	0.025	-7.6750728407435505	5
41	7	0.025	-7.76007928764256	5
41	8	0.025	-7.714027742934118	5
41	9	0.025	-6.226234413407211	5
42	0	0.025	-7.599743593922898	2
42	1	0.025	-7.562785164971476	2
42	3	0.025	-6.39428378385711	2
42	4	0.025	-7.72522804533941	2
42	5	0.025	-7.740311960735128	2
42	6	0.025	-7.698780279826481	2
42	7	0.025	-7.742296076416095	2
42	8	0.025	-7.640465751125259	2
42	9	0.025	-7.58221158534828	2
43	0	0.025	-7.37505980994985	9
43	1	0.025	-7.44149893240787	9
43	2	0.025	-7.41889103239222	9
43	3	0.025	-7.431982272944127	9
43	4	0.025	-1.2310895356042613	9
43	5	0.025	-7.402139791787009	9
43	6	0.025	-7.482804974697552	9
43	7	0.025	-7.536396344815773	9
43	8	0.025	-7.495666341902826	9
44	0	0.025	-7.614749039310986	2
44	1	0.025	-7.5810066168094306	2
44	3	0.025	-7.476393527541924	2
44	4	0.025	-7.420261615320913	2
44	5	0.025	-7.768904687760674	2
44	6	0.025	-3.07521486955269	2
44	7	0.025	-7.6626035125409135	2
44	8	0.025	-7.755904294886993	2
44	9	0.025	-7.628413362196753	2
45	0	0.025	-7.702693202302747	4
45	1	0.025	-7.764945281957754	4
45	2	0.025	-7.741808201404226	4
45	3	0.025	-7.763505267940073	4
45	5	0.025	-7.7472316326317054	4
45	6	0.025	-7.817659743826265	4
45	7	0.025	-7.4588416050137925	4
45	8	0.025	-7.835262437174469	4
45	9	0.025	-5.120962306827311	4
46	0	0.025	-7.619942356134324	2
46	1	0.025	-7.494035513868896	2
46	3	0.025	-7.400041133904237	2
46	4	0.025	-7.746404945974518	2
46	5	0.025	-7.79676980580849	2
46	6	0.025	-7.720780063465099	2
46	7	0.025	-7.774415550502769	2
46	8	0.025	-7.76742849044379	2
46	9	0.025	-7.652143682513092	2
47	0	0.025	-7.6152743029393255	7
47	1	0.025	-7.397894573321512	7
47	2	0.025	-7.6040275355449465	7
47	3	0.025	-6.774278172155354	7
47	4	0.025	-7.665771067532396	7
47	5	0.025	-7.673858705837649	7
47	6	0.025	-7.745115500304854	7
47	8	0.025	-7.737931675269742	7
47	9	0.025	-7.399718283195797	7
48	1	0.025	-7.5552621595380725	0
48	2	0.025	-7.523507207147247	0
48	3	0.025	-7.382963310674026	0
48	4	0.025	-7.6310583888585395	0
48	5	0.025	-7.588009278357532	0
48	6	0.025	-7.576598063369805	0
48	7	0.025	-7.6593850060042525	0
48	8	0.025	-7.676709609881808	0
48	9	0.025	-7.472058966171117	0
49	0	0.025	-7.600567175120124	5
