Img	Time(s)	Epsilon
1	11.285	0.05
2	11.083	0.05
3	10.409	0.05
4	13.135	0.05
5	11.705	0.05
6	11.333	0.05
7	10.839	0.05
8	11.605	0.05
9	11.552	0.05
10	12.684	0.05
11	11.269	0.05
12	10.978	0.05
13	12.094	0.05
14	11.085	0.05
15	13.269	0.05
16	11.589	0.05
17	11.61	0.05
18	11.414	0.05
19	11.475	0.05
20	12.926	0.05
21	11.649	0.05
22	11.065	0.05
23	11.561	0.05
24	11.497	0.05
25	13.276	0.05
26	11.484	0.05
27	12.057	0.05
28	11.569	0.05
29	11.457	0.05
30	12.9	0.05
31	1.575	0.05
32	10.263	0.05
33	11.581	0.05
34	2.669	0.05
35	11.103	0.05
36	10.859	0.05
37	12.771	0.05
38	11.504	0.05
39	11.839	0.05
40	12.011	0.05
41	10.743	0.05
42	11.946	0.05
43	11.56	0.05
44	11.805	0.05
45	13.149	0.05
46	11.529	0.05
47	13.245	0.05
48	10.802	0.05
49	10.997	0.05
50	12.475	0.05
51	11.847	0.05
52	12.592	0.05
53	12.377	0.05
54	12.064	0.05
55	11.457	0.05
56	11.43	0.05
57	12.69	0.05
58	11.12	0.05
59	11.225	0.05
60	11.397	0.05
61	11.483	0.05
62	12.898	0.05
63	12.087	0.05
64	11.407	0.05
65	11.54	0.05
66	10.926	0.05
67	12.117	0.05
68	12.185	0.05
69	11.029	0.05
70	10.903	0.05
71	11.396	0.05
72	12.352	0.05
73	12.283	0.05
74	11.278	0.05
75	11.776	0.05
76	11.439	0.05
77	11.362	0.05
78	12.37	0.05
79	11.765	0.05
80	10.767	0.05
81	11.705	0.05
82	11.38	0.05
83	12.498	0.05
84	11.808	0.05
85	11.879	0.05
86	11.918	0.05
87	11.387	0.05
88	12.399	0.05
89	11.522	0.05
90	10.244	0.05
91	11.169	0.05
92	11.224	0.05
93	12.799	0.05
94	11.672	0.05
95	10.802	0.05
96	10.962	0.05
97	11.261	0.05
98	12.855	0.05
99	1.435	0.05
100	11.902	0.05
101	11.953	0.05
102	10.805	0.05
103	11.178	0.05
104	11.907	0.05
105	5.461	0.05
106	11.536	0.05
107	11.275	0.05
108	1.296	0.05
109	11.426	0.05
110	11.718	0.05
111	12.822	0.05
112	12.03	0.05
113	11.87	0.05
114	11.599	0.05
115	11.825	0.05
116	12.748	0.05
117	11.55	0.05
118	10.698	0.05
119	10.465	0.05
120	11.126	0.05
121	11.89	0.05
122	11.878	0.05
123	11.579	0.05
124	12.031	0.05
125	12.532	0.05
126	13.15	0.05
127	11.789	0.05
128	11.458	0.05
129	11.254	0.05
130	10.177	0.05
131	12.236	0.05
132	11.57	0.05
133	11.628	0.05
134	10.818	0.05
135	11.786	0.05
136	12.041	0.05
137	13.166	0.05
138	12.275	0.05
139	11.673	0.05
140	11.101	0.05
141	12.887	0.05
142	11.41	0.05
143	11.491	0.05
144	10.864	0.05
145	11.473	0.05
146	11.386	0.05
147	13.179	0.05
148	1.516	0.05
149	11.13	0.05
150	11.476	0.05
1	11.659	0.1
2	11.291	0.1
3	13.009	0.1
4	9.582	0.1
5	11.466	0.1
6	11.776	0.1
7	11.244	0.1
8	12.697	0.1
9	10.074	0.1
10	12.005	0.1
11	12.055	0.1
12	12.008	0.1
13	13.041	0.1
14	12.432	0.1
15	11.853	0.1
16	11.921	0.1
17	11.939	0.1
18	12.941	0.1
19	11.858	0.1
20	11.754	0.1
21	12.713	0.1
22	12.221	0.1
23	12.935	0.1
24	12.851	0.1
25	12.517	0.1
26	11.069	0.1
27	12.132	0.1
28	12.833	0.1
29	12.013	0.1
30	11.839	0.1
31	1.439	0.1
32	11.988	0.1
33	12.294	0.1
34	1.713	0.1
35	10.86	0.1
36	12.205	0.1
37	11.418	0.1
38	11.622	0.1
39	14.445	0.1
40	5.459	0.1
41	12.526	0.1
42	11.873	0.1
43	12.534	0.1
44	12.545	0.1
45	13.139	0.1
46	11.321	0.1
47	12.259	0.1
48	12.281	0.1
49	12.617	0.1
50	13.268	0.1
51	12.217	0.1
52	11.844	0.1
53	12.907	0.1
54	13.631	0.1
55	12.422	0.1
