Img	Time(s)	Epsilon
1	25.451	0.05
2	19.271	0.05
3	17.982	0.05
4	20.452	0.05
5	19.541	0.05
6	19.116	0.05
7	18.376	0.05
8	21.835	0.05
9	18.801	0.05
10	20.002	0.05
11	20.663	0.05
12	17.996	0.05
13	19.046	0.05
14	17.667	0.05
15	18.995	0.05
16	18.377	0.05
17	18.674	0.05
18	20.485	0.05
19	19.301	0.05
20	19.527	0.05
21	22.041	0.05
22	22.174	0.05
23	20.133	0.05
24	19.42	0.05
25	18.343	0.05
26	17.548	0.05
27	22.594	0.05
28	20.519	0.05
29	19.605	0.05
30	21.475	0.05
31	21.309	0.05
32	17.275	0.05
33	19.638	0.05
34	2.765	0.05
35	18.233	0.05
36	19.254	0.05
37	20.949	0.05
38	19.236	0.05
39	21.483	0.05
40	20.334	0.05
41	17.788	0.05
42	18.785	0.05
43	12.301	0.05
44	19.209	0.05
45	19.275	0.05
46	19.518	0.05
47	20.234	0.05
48	18.47	0.05
49	19.875	0.05
50	19.063	0.05
51	18.429	0.05
52	20.013	0.05
53	21.498	0.05
54	19.879	0.05
55	20.688	0.05
56	17.521	0.05
57	18.932	0.05
58	18.429	0.05
59	19.238	0.05
60	18.723	0.05
61	18.493	0.05
62	19.947	0.05
63	19.363	0.05
64	19.808	0.05
65	19.877	0.05
66	18.341	0.05
67	19.625	0.05
68	22.77	0.05
69	18.862	0.05
70	18.825	0.05
71	22.214	0.05
72	18.763	0.05
73	19.322	0.05
74	19.547	0.05
75	21.538	0.05
76	19.877	0.05
77	20.741	0.05
78	19.004	0.05
79	20.305	0.05
80	12.235	0.05
81	18.556	0.05
82	18.169	0.05
83	19.582	0.05
84	19.172	0.05
85	8.513	0.05
86	21.23	0.05
87	19.554	0.05
88	18.235	0.05
89	18.472	0.05
90	19.749	0.05
91	18.668	0.05
92	19.464	0.05
93	21.035	0.05
94	20.088	0.05
95	19.009	0.05
96	19.395	0.05
97	19.983	0.05
98	20.382	0.05
99	2.597	0.05
100	20.074	0.05
101	18.554	0.05
102	18.396	0.05
103	20.631	0.05
104	10.484	0.05
105	19.601	0.05
106	21.155	0.05
107	20.009	0.05
108	2.125	0.05
109	21.9	0.05
110	18.679	0.05
111	20.223	0.05
112	19.762	0.05
113	20.206	0.05
114	22.594	0.05
115	19.257	0.05
116	20.453	0.05
117	19.365	0.05
118	18.872	0.05
119	18.89	0.05
120	19.62	0.05
121	18.824	0.05
122	19.309	0.05
123	20.443	0.05
124	19.556	0.05
125	17.438	0.05
126	22.375	0.05
127	19.257	0.05
128	18.573	0.05
129	19.865	0.05
130	19.101	0.05
131	19.083	0.05
132	19.432	0.05
133	19.093	0.05
134	19.566	0.05
135	19.401	0.05
136	20.03	0.05
137	19.359	0.05
138	20.714	0.05
139	18.834	0.05
140	17.098	0.05
141	20.65	0.05
142	19.551	0.05
143	20.635	0.05
144	19.883	0.05
145	18.946	0.05
146	19.856	0.05
147	20.601	0.05
148	2.287	0.05
149	17.61	0.05
150	19.186	0.05
1	23.627	0.1
2	19.829	0.1
3	21.176	0.1
4	25.741	0.1
5	22.588	0.1
6	22.598	0.1
7	20.639	0.1
8	24.107	0.1
9	21.914	0.1
10	24.572	0.1
11	23.769	0.1
12	21.375	0.1
13	22.001	0.1
14	20.719	0.1
15	22.172	0.1
16	19.745	0.1
17	22.8	0.1
18	21.013	0.1
19	22.137	0.1
20	23.444	0.1
21	25.767	0.1
22	25.69	0.1
23	23.727	0.1
24	20.643	0.1
25	23.002	0.1
26	19.758	0.1
27	26.948	0.1
28	23.683	0.1
29	24.112	0.1
30	25.801	0.1
31	25.292	0.1
32	18.814	0.1
33	21.398	0.1
34	2.935	0.1
35	20.285	0.1
36	22.878	0.1
37	22.769	0.1
38	20.515	0.1
39	5.823	0.1
40	23.6	0.1
41	20.83	0.1
42	20.772	0.1
43	11.994	0.1
44	23.333	0.1
45	21.527	0.1
46	21.131	0.1
47	25.508	0.1
48	18.933	0.1
49	21.925	0.1
50	23.233	0.1
51	22.435	0.1
52	23.119	0.1
53	24.964	0.1
54	25.181	0.1
55	22.455	0.1
56	21.086	0.1
57	23.257	0.1
58	20.469	0.1
59	21.989	0.1
60	20.481	0.1
61	21.296	0.1
62	22.045	0.1
63	24.201	0.1
64	24.297	0.1
65	20.873	0.1
66	22.295	0.1
67	21.791	0.1
68	26.264	0.1
69	20.912	0.1
70	22.239	0.1
71	24.586	0.1
72	24.06	0.1
73	20.913	0.1
74	20.637	0.1
75	26.307	0.1
76	22.603	0.1
77	22.694	0.1
78	23.587	0.1
79	24.851	0.1
80	24.347	0.1
81	20.36	0.1
82	23.051	0.1
83	22.345	0.1
84	22.551	0.1
85	10.16	0.1
86	26.504	0.1
87	22.26	0.1
88	19.939	0.1
89	21.814	0.1
90	19.796	0.1
91	22.121	0.1
92	23.667	0.1
93	26.629	0.1
94	25.857	0.1
95	22.746	0.1
96	23.126	0.1
97	23.335	0.1
98	24.7	0.1
99	3.109	0.1
100	23.469	0.1
101	22.345	0.1
102	19.022	0.1
103	23.925	0.1
104	2.188	0.1
105	23.535	0.1
106	25.838	0.1
107	20.024	0.1
108	2.454	0.1
109	26.47	0.1
110	22.151	0.1
111	24.348	0.1
112	23.556	0.1
113	22.469	0.1
114	25.932	0.1
115	19.943	0.1
116	25.493	0.1
117	23.388	0.1
118	20.688	0.1
119	18.871	0.1
120	21.108	0.1
121	24.152	0.1
122	20.6	0.1
123	23.106	0.1
124	23.735	0.1
125	20.909	0.1
126	25.593	0.1
127	23.399	0.1
128	21.311	0.1
129	21.531	0.1
130	21.961	0.1
131	22.763	0.1
132	21.431	0.1
133	24.421	0.1
134	21.392	0.1
135	22.288	0.1
136	26.02	0.1
137	25.605	0.1
138	25.522	0.1
139	21.489	0.1
140	19.637	0.1
141	25.078	0.1
142	23.937	0.1
143	20.71	0.1
144	22.079	0.1
145	21.108	0.1
146	25.406	0.1
147	24.896	0.1
148	2.695	0.1
149	18.651	0.1
150	26.951	0.1
1	26.492	0.15
2	21.43	0.15
3	24.391	0.15
4	27.131	0.15
5	27.083	0.15
6	25.52	0.15
7	23.536	0.15
8	26.11	0.15
9	24.8	0.15
10	26.368	0.15
11	25.934	0.15
12	24.908	0.15
13	25.615	0.15
14	23.796	0.15
15	23.873	0.15
16	23.77	0.15
17	25.501	0.15
18	24.539	0.15
19	27.663	0.15
20	24.693	0.15
21	28.013	0.15
22	27.488	0.15
23	28.209	0.15
24	26.056	0.15
25	24.56	0.15
26	25.813	0.15
27	27.045	0.15
28	28.082	0.15
29	26.382	0.15
30	26.959	0.15
31	2.696	0.15
32	21.952	0.15
33	24.39	0.15
34	3.101	0.15
35	24.777	0.15
36	25.083	0.15
37	24.601	0.15
38	25.499	0.15
39	2.896	0.15
40	26.876	0.15
41	24.386	0.15
42	24.668	0.15
43	5.788	0.15
44	26.839	0.15
45	26.959	0.15
46	22.95	0.15
47	26.143	0.15
48	23.424	0.15
49	23.665	0.15
50	26.032	0.15
51	23.905	0.15
52	26.384	0.15
53	26.722	0.15
54	25.826	0.15
55	27.58	0.15
56	25.278	0.15
57	26.87	0.15
58	24.156	0.15
59	25.232	0.15
60	27.425	0.15
61	26.378	0.15
62	24.588	0.15
63	26.567	0.15
64	27.148	0.15
65	25.672	0.15
66	26.521	0.15
67	25.542	0.15
68	27.74	0.15
69	24.835	0.15
70	25.707	0.15
71	27.238	0.15
72	26.238	0.15
73	24.417	0.15
74	25.113	0.15
75	26.049	0.15
76	27.562	0.15
77	25.993	0.15
78	27.576	0.15
79	27.798	0.15
80	25.826	0.15
81	23.254	0.15
82	25.929	0.15
83	25.638	0.15
84	25.276	0.15
85	27.45	0.15
86	27.687	0.15
87	27.603	0.15
88	25.056	0.15
89	26.41	0.15
90	24.229	0.15
91	23.736	0.15
92	27.549	0.15
93	26.452	0.15
94	27.256	0.15
95	27.851	0.15
96	28.436	0.15
97	25.827	0.15
98	28.287	0.15
99	3.535	0.15
100	27.528	0.15
101	28.486	0.15
102	22.874	0.15
103	26.335	0.15
104	7.739	0.15
105	12.362	0.15
106	26.602	0.15
107	21.715	0.15
108	3.83	0.15
109	27.534	0.15
110	25.07	0.15
111	27.107	0.15
112	26.321	0.15
113	26.532	0.15
114	26.927	0.15
115	25.253	0.15
116	26.374	0.15
117	26.126	0.15
118	25.968	0.15
119	20.92	0.15
120	24.882	0.15
121	25.12	0.15
122	26.756	0.15
123	25.39	0.15
124	25.912	0.15
125	23.079	0.15
126	26.157	0.15
127	28.186	0.15
128	25.344	0.15
129	26.181	0.15
130	26.692	0.15
131	22.846	0.15
132	27.762	0.15
133	27.731	0.15
134	25.522	0.15
135	25.577	0.15
136	27.578	0.15
137	25.655	0.15
138	28.156	0.15
139	25.342	0.15
140	23.461	0.15
141	28.147	0.15
142	27.708	0.15
143	26.326	0.15
144	25.207	0.15
145	25.901	0.15
146	26.712	0.15
147	25.97	0.15
148	3.537	0.15
149	20.27	0.15
150	26.598	0.15
1	29.487	0.2
2	24.492	0.2
3	27.24	0.2
4	27.039	0.2
5	27.711	0.2
6	27.049	0.2
7	25.576	0.2
8	19.975	0.2
9	25.953	0.2
10	28.432	0.2
11	28.215	0.2
12	27.912	0.2
13	27.192	0.2
14	25.007	0.2
15	28.421	0.2
16	26.493	0.2
17	27.619	0.2
18	28.548	0.2
19	28.532	0.2
20	27.774	0.2
21	28.578	0.2
22	28.673	0.2
23	30.708	0.2
24	28.384	0.2
25	28.25	0.2
26	27.882	0.2
27	24.671	0.2
28	26.787	0.2
29	26.678	0.2
30	28.965	0.2
31	5.756	0.2
32	27.288	0.2
33	28.97	0.2
34	3.161	0.2
35	26.427	0.2
36	27.892	0.2
37	26.92	0.2
38	27.726	0.2
39	8.99	0.2
40	26.745	0.2
41	28.248	0.2
42	27.365	0.2
43	12.992	0.2
44	27.309	0.2
45	27.748	0.2
46	26.421	0.2
47	27.32	0.2
48	27.546	0.2
49	26.966	0.2
50	27.112	0.2
51	26.675	0.2
52	28.594	0.2
53	27.763	0.2
54	28.433	0.2
55	26.516	0.2
56	26.85	0.2
57	28.968	0.2
58	26.805	0.2
59	28.346	0.2
60	28.452	0.2
61	27.031	0.2
62	20.284	0.2
63	27.355	0.2
64	27.407	0.2
65	28.338	0.2
66	27.837	0.2
67	26.224	0.2
68	28.323	0.2
69	26.85	0.2
70	28.826	0.2
71	26.606	0.2
72	27.653	0.2
73	25.759	0.2
74	28.699	0.2
75	27.706	0.2
76	27.524	0.2
77	27.654	0.2
78	27.45	0.2
79	27.267	0.2
80	27.523	0.2
81	27.489	0.2
82	27.662	0.2
83	29.203	0.2
84	26.701	0.2
85	27.431	0.2
86	28.429	0.2
87	29.528	0.2
88	26.173	0.2
89	28.935	0.2
90	27.577	0.2
91	27.382	0.2
92	28.707	0.2
93	28.714	0.2
94	28.031	0.2
95	26.191	0.2
96	29.615	0.2
97	26.794	0.2
98	27.895	0.2
99	3.641	0.2
100	27.936	0.2
101	28.4	0.2
102	23.966	0.2
103	29.533	0.2
104	20.983	0.2
105	27.247	0.2
106	29.526	0.2
107	25.128	0.2
108	3.07	0.2
109	28.839	0.2
110	26.802	0.2
111	28.969	0.2
112	27.979	0.2
113	27.808	0.2
114	28.247	0.2
115	27.871	0.2
116	27.953	0.2
117	27.571	0.2
118	27.589	0.2
119	27.164	0.2
120	26.915	0.2
121	26.554	0.2
122	27.705	0.2
123	27.827	0.2
124	29.461	0.2
125	25.622	0.2
126	28.01	0.2
127	27.078	0.2
128	27.47	0.2
129	27.916	0.2
130	30.005	0.2
131	28.186	0.2
132	29.663	0.2
133	27.427	0.2
134	26.467	0.2
135	28.503	0.2
136	27.088	0.2
137	29.052	0.2
138	27.906	0.2
139	28.925	0.2
140	26.679	0.2
141	29.106	0.2
