Img	Time(s)	Epsilon
1	11.379	0.025
2	10.496	0.025
3	11.071	0.025
4	11.249	0.025
5	10.551	0.025
6	10.492	0.025
7	10.507	0.025
8	11.182	0.025
9	11.273	0.025
10	10.727	0.025
11	10.672	0.025
12	10.056	0.025
13	11.72	0.025
14	10.86	0.025
15	10.917	0.025
16	11.025	0.025
17	10.933	0.025
18	10.093	0.025
19	11.034	0.025
20	11.063	0.025
21	11.784	0.025
22	11.195	0.025
23	10.499	0.025
24	10.428	0.025
25	10.861	0.025
26	10.789	0.025
27	11.207	0.025
28	10.087	0.025
29	10.702	0.025
30	11.164	0.025
31	1.234	0.025
32	10.348	0.025
33	11.909	0.025
34	1.193	0.025
35	10.74	0.025
36	11.185	0.025
37	11.232	0.025
38	10.953	0.025
39	11.466	0.025
40	10.778	0.025
41	10.185	0.025
42	11.228	0.025
43	11.385	0.025
44	11.559	0.025
45	10.918	0.025
46	10.323	0.025
47	11.38	0.025
48	10.173	0.025
49	10.148	0.025
50	11.243	0.025
51	10.547	0.025
52	11.399	0.025
53	11.644	0.025
54	11.093	0.025
55	11.188	0.025
56	10.195	0.025
57	10.47	0.025
58	10.634	0.025
59	11.447	0.025
60	10.366	0.025
61	11.237	0.025
62	1.228	0.025
63	10.5	0.025
64	12.237	0.025
65	10.778	0.025
66	10.343	0.025
67	11.828	0.025
68	11.113	0.025
69	10.604	0.025
70	10.106	0.025
71	11.242	0.025
72	11.321	0.025
73	11.008	0.025
74	10.895	0.025
75	11.199	0.025
76	10.801	0.025
77	10.797	0.025
78	11.279	0.025
79	11.288	0.025
80	11.27	0.025
81	10.543	0.025
82	10.302	0.025
83	10.866	0.025
84	11.557	0.025
85	11.127	0.025
86	11.821	0.025
87	10.44	0.025
88	10.722	0.025
89	11.013	0.025
90	10.498	0.025
91	10.388	0.025
92	11.157	0.025
93	11.114	0.025
94	11.319	0.025
95	11.398	0.025
96	11.152	0.025
97	11.118	0.025
98	10.854	0.025
99	1.218	0.025
100	10.504	0.025
101	11.508	0.025
102	10.278	0.025
103	10.415	0.025
104	1.331	0.025
105	11.616	0.025
106	11.441	0.025
107	11.374	0.025
108	11.027	0.025
109	11.564	0.025
110	11.008	0.025
111	10.968	0.025
112	12.644	0.025
113	11.45	0.025
114	10.819	0.025
115	11.117	0.025
116	10.469	0.025
117	11.246	0.025
118	11.4	0.025
119	10.103	0.025
120	10.966	0.025
121	10.874	0.025
122	10.598	0.025
123	11.292	0.025
124	11.113	0.025
125	10.433	0.025
126	11.402	0.025
127	11.049	0.025
128	10.811	0.025
129	11.222	0.025
130	11.41	0.025
131	11.791	0.025
132	10.454	0.025
133	10.087	0.025
134	11.374	0.025
135	10.574	0.025
136	11.176	0.025
137	11.364	0.025
138	11.164	0.025
139	10.835	0.025
140	11.577	0.025
141	10.46	0.025
142	10.841	0.025
