obj,UpperBound,time,image,method, bleh
0.08507504076327388,0.15923366018561128,401.382,144,big-m,
0.08507504076327388,0.15923366018561128,401.407,144,big-m,
0.08507504076327388,0.15911228209180744,405.0,144,big-m,
0.08507504076327388,0.1590084284908268,405.005,144,big-m,
0.08507504076327388,0.1588533979201164,408.745,144,big-m,
0.08507504076327388,0.1588533979201164,408.755,144,big-m,
0.08507504076327388,0.15870953939787255,410.95,144,big-m,
0.08507504076327388,0.15867733890892738,410.964,144,big-m,
0.08507504076327388,0.15855523372193883,410.983,144,big-m,
0.08507504076327388,0.15845449214117266,414.472,144,big-m,
0.08507504076327388,0.15840112537622936,414.474,144,big-m,
0.08507504076327388,0.15835021043247607,414.476,144,big-m,
0.08507504076327388,0.15835021043247607,415.875,144,big-m,
0.08507504076327388,0.15835021043247607,415.882,144,big-m,
0.08507504076327388,0.15835021043247607,415.885,144,big-m,
0.08507504076327388,0.15806529245905285,420.927,144,big-m,
0.08507504076327388,0.1579720627023074,420.934,144,big-m,
0.08507504076327388,0.15787767894933388,420.938,144,big-m,
0.08507504076327388,0.15780795213103885,421.942,144,big-m,
0.08507504076327388,0.15780795213103885,421.945,144,big-m,
0.08507504076327388,0.1575413919274284,425.441,144,big-m,
0.08507504076327388,0.15750121036381862,425.447,144,big-m,
0.08507504076327388,0.15750121036381862,428.279,144,big-m,
0.08507504076327388,0.15750121036381862,428.309,144,big-m,
0.08507504076327388,0.15725139080469058,433.206,144,big-m,
0.08507504076327388,0.15723062315699637,434.647,144,big-m,
0.08507504076327388,0.15714465167061567,434.649,144,big-m,
0.08507504076327388,0.15703201768579775,434.652,144,big-m,
0.08507504076327388,0.1569964602390406,435.514,144,big-m,
0.08507504076327388,0.15698609790357734,435.516,144,big-m,
0.08507504076327388,0.15698609790357734,437.852,144,big-m,
0.08507504076327388,0.15681854771062606,440.309,144,big-m,
0.08507504076327388,0.15672673697710704,443.204,144,big-m,
0.08507504076327388,0.15659105708269985,443.213,144,big-m,
0.08507504076327388,0.15656361966337143,445.814,144,big-m,
0.08507504076327388,0.15642717047922222,447.344,144,big-m,
0.08507504076327388,0.15629777346595705,447.347,144,big-m,
0.08507504076327388,0.15622621904711667,447.349,144,big-m,
0.08507504076327388,0.1561122427849544,449.551,144,big-m,
0.08507504076327388,0.1560879780275521,450.994,144,big-m,
0.08507504076327388,0.15599844065076413,451.0,144,big-m,
0.08507504076327388,0.1559405992265519,451.002,144,big-m,
0.08507504076327388,0.15578044199097152,451.919,144,big-m,
0.08507504076327388,0.15573321941478516,451.921,144,big-m,
0.08507504076327388,0.1557107818016567,451.922,144,big-m,
0.08507504076327388,0.15545055521070614,455.63,144,big-m,
0.08507504076327388,0.1554366351980852,455.636,144,big-m,
0.08507504076327388,0.15538908272418747,456.741,144,big-m,
0.08507504076327388,0.15537980281652,456.745,144,big-m,
0.08507504076327388,0.15526850399606562,460.674,144,big-m,
0.08507504076327388,0.15526850399606562,460.693,144,big-m,
0.08507504076327388,0.1551864393145398,461.55,144,big-m,
0.08507504076327388,0.1551864393145398,463.564,144,big-m,
0.08507504076327388,0.15488404354090426,464.74,144,big-m,
0.08507504076327388,0.15455069821616332,466.062,144,big-m,
0.08507504076327388,0.15447426586896812,467.817,144,big-m,
0.08507504076327388,0.1542875144867091,469.26,144,big-m,
0.08507504076327388,0.1542779779144042,469.266,144,big-m,
0.08507504076327388,0.1541699898450704,470.259,144,big-m,
0.08507504076327388,0.15411390025191973,470.261,144,big-m,
0.08507504076327388,0.15383016075057918,474.235,144,big-m,
0.08507504076327388,0.1537815138211316,476.671,144,big-m,
0.08507504076327388,0.153748579170106,476.678,144,big-m,
0.08507504076327388,0.15371510898395274,476.681,144,big-m,
0.08507504076327388,0.1537128756053634,476.698,144,big-m,
0.08507504076327388,0.15340136288895728,476.708,144,big-m,
0.08507504076327388,0.15332433710716523,477.629,144,big-m,
0.08507504076327388,0.1532816082674396,477.631,144,big-m,
0.08507504076327388,0.15309953150095987,481.227,144,big-m,
0.08507504076327388,0.15305431362285388,481.235,144,big-m,
0.08507504076327388,0.15298610451616354,482.017,144,big-m,
0.08507504076327388,0.15296254342322513,482.019,144,big-m,
0.08507504076327388,0.15289118947708147,482.022,144,big-m,
0.08507504076327388,0.15285765952969885,483.794,144,big-m,
0.08507504076327388,0.15277965957214426,485.185,144,big-m,
0.08507504076327388,0.15257515162039093,486.71,144,big-m,
0.08507504076327388,0.1525310040155373,488.314,144,big-m,
0.08507504076327388,0.15244470763750145,492.076,144,big-m,
0.08507504076327388,0.1523166210160898,492.106,144,big-m,
0.08507504076327388,0.15230849174770697,493.16,144,big-m,
0.08507504076327388,0.15230849174770697,493.163,144,big-m,
0.08507504076327388,0.15230849174770697,493.166,144,big-m,
0.08507504076327388,0.15211527851272083,494.921,144,big-m,
0.08507504076327388,0.15192902354278356,495.83,144,big-m,
0.08507504076327388,0.15192131747717236,495.833,144,big-m,
0.08507504076327388,0.15191317249436098,496.818,144,big-m,
0.08507504076327388,0.1518328679709249,496.821,144,big-m,
0.08507504076327388,0.15176761792033683,499.842,144,big-m,
0.08507504076327388,0.15170215264386885,499.85,144,big-m,
0.08507504076327388,0.15158296714797076,500.957,144,big-m,
0.08507504076327388,0.15158296714797076,500.959,144,big-m,
0.08507504076327388,0.15158296714797076,505.816,144,big-m,
0.08507504076327388,0.1513380005509667,519.01,144,big-m,
0.08507504076327388,0.15123005257628444,519.02,144,big-m,
0.08507504076327388,0.15099746898848598,525.069,144,big-m,
0.08507504076327388,0.15099035345275238,525.078,144,big-m,
0.08507504076327388,0.15097635126852404,525.085,144,big-m,
0.08507504076327388,0.15096840940403222,525.103,144,big-m,
0.08507504076327388,0.15096685551926436,525.117,144,big-m,
0.08507504076327388,0.15066070608104282,525.123,144,big-m,
0.08507504076327388,0.15063270578031582,526.493,144,big-m,
0.08507504076327388,0.15061191841269359,526.496,144,big-m,
0.08507504076327388,0.15054887463099123,526.5,144,big-m,
0.08507504076327388,0.1505096042069321,530.816,144,big-m,
0.08507504076327388,0.1505096042069321,530.837,144,big-m,
0.08507504076327388,0.1504268235076196,536.077,144,big-m,
0.08507504076327388,0.15016570579417293,536.099,144,big-m,
0.08507504076327388,0.1498530773694064,556.569,144,big-m,
0.08507504076327388,0.14980898772187665,556.579,144,big-m,
0.08507504076327388,0.14980898772187665,556.582,144,big-m,
0.08507504076327388,0.14980898772187665,559.21,144,big-m,
0.08507504076327388,0.14963140363073202,560.37,144,big-m,
0.08507504076327388,0.14961048719799103,560.372,144,big-m,
0.08507504076327388,0.14952175039239096,563.107,144,big-m,
0.08507504076327388,0.1494797866713333,563.118,144,big-m,
0.08507504076327388,0.14938459321182132,566.19,144,big-m,
0.08507504076327388,0.14922211033298075,567.412,144,big-m,
0.0850816057519026,0.1492038073418263,567.44,144,big-m,
0.0850816057519026,0.14909228958752632,569.772,144,big-m,
0.0850816057519026,0.14903394871427006,569.776,144,big-m,
0.0850816057519026,0.14901508412812065,569.779,144,big-m,
0.0850816057519026,0.1489174650392223,570.983,144,big-m,
0.0850816057519026,0.1488067665710645,571.919,144,big-m,
0.0850816057519026,0.1487733524037798,574.824,144,big-m,
0.0850816057519026,0.14863591605462306,574.828,144,big-m,
0.0850816057519026,0.14851999497324733,576.34,144,big-m,
0.0850816057519026,0.14839706641111564,576.346,144,big-m,
0.0850816057519026,0.14833735372662432,580.561,144,big-m,
0.0850816057519026,0.14823254221084173,580.567,144,big-m,
0.0850816057519026,0.1481853502940169,581.58,144,big-m,
0.0850816057519026,0.14813597759829525,581.583,144,big-m,
0.0850816057519026,0.1481081289271965,581.584,144,big-m,
0.0850816057519026,0.1481081289271965,593.334,144,big-m,
0.0850816057519026,0.14810199843312483,594.488,144,big-m,
0.0850816057519026,0.1480672966008211,594.49,144,big-m,
0.0850816057519026,0.1480672966008211,594.493,144,big-m,
0.0850816057519026,0.14782255793612056,596.623,144,big-m,
0.0850816057519026,0.1476829724976057,599.507,144,big-m,
0.0850816057519026,0.1476829724976057,599.511,144,big-m,
0.15309801833327938,7.573842354547164,5.454,144,cayley,
3.6182689628333167,7.543326885946346,21.735,144,cayley,
3.6182689628333167,7.543326885946346,23.07,144,cayley,
3.6182689628333167,7.543326885946346,24.601,144,cayley,
4.153248880602014,7.543326885946346,25.315,144,cayley,
4.153248880602014,7.515212356681748,26.218,144,cayley,
4.153248880602014,6.9542541390843295,31.769,144,cayley,
4.153248880602014,6.951103638401932,46.501,144,cayley,
4.153248880602014,6.951103638401932,47.96,144,cayley,
4.153248880602014,6.951103638401932,59.674,144,cayley,
4.153248880602014,6.951103638401932,74.754,144,cayley,
4.153248880602014,6.951103638401932,80.62,144,cayley,
4.153248880602014,6.951103638401932,83.367,144,cayley,
4.153248880602014,6.951103638401932,88.071,144,cayley,
4.153248880602014,6.932509283003622,91.368,144,cayley,
4.153248880602014,6.754321773866876,92.121,144,cayley,
4.153248880602014,6.518264096056136,95.585,144,cayley,
4.153248880602014,6.334226012692117,100.521,144,cayley,
4.153248880602014,6.121534103396435,102.78,144,cayley,
4.153248880602014,6.098846111594899,102.896,144,cayley,
4.162773514238237,5.776282282460249,114.833,144,cayley,
4.162773514238237,5.765974985970744,114.928,144,cayley,
4.162773514238237,5.75680003185792,115.054,144,cayley,
4.162773514238237,5.549532431330264,117.379,144,cayley,
4.162773514238237,5.532317646778897,120.739,144,cayley,
4.162773514238237,5.528779067327983,122.879,144,cayley,
4.162773514238237,5.518993492737775,123.196,144,cayley,
4.162773514238237,5.510981392073723,125.981,144,cayley,
4.162773514238237,5.445008160227991,131.145,144,cayley,
4.162773514238237,5.377265842661033,132.687,144,cayley,
4.162773514238237,5.330833452250175,133.567,144,cayley,
4.162773514238237,5.308729927410989,133.715,144,cayley,
4.162773514238237,5.27756822131473,135.525,144,cayley,
4.162773514238237,5.273589431965577,136.6,144,cayley,
4.623989066599188,5.219946408923501,142.565,144,cayley,
4.623989066599188,5.141864830590918,144.361,144,cayley,
4.623989066599188,4.982382373313173,150.167,144,cayley,
4.625453654311877,4.732667231597385,160.919,144,cayley,
0.08888228507906899,2.8504579892355073,26.496,115,big-m,
0.08923062175357484,2.5870936065619787,46.11,115,big-m,
0.09067963137058943,2.4806411292076103,56.173,115,big-m,
0.09136396306991712,2.4806411292076103,76.788,115,big-m,
0.09136396306991712,2.4806411292076103,79.104,115,big-m,
0.09136396306991712,2.4806411292076103,79.878,115,big-m,
0.09136396306991712,2.4806411292076103,80.841,115,big-m,
0.09136396306991712,2.4806411292076103,82.383,115,big-m,
0.09136396306991712,2.4806411292076103,82.869,115,big-m,
0.09136396306991712,2.4806411292076103,83.215,115,big-m,
0.09136396306991712,2.4806411292076103,84.321,115,big-m,
0.09136396306991712,2.4806411292076103,84.804,115,big-m,
0.09136396306991712,2.4806411292076103,85.275,115,big-m,
0.09136396306991712,2.4806411292076103,86.23,115,big-m,
0.09136396306991712,2.4806411292076103,87.653,115,big-m,
0.09136396306991712,2.4806411292076103,89.701,115,big-m,
0.09136396306991712,2.4806411292076103,89.704,115,big-m,
0.09136396306991712,2.4806411292076103,90.137,115,big-m,
0.09136396306991712,2.4806411292076103,90.14,115,big-m,
0.09136396306991712,2.353231293867493,92.251,115,big-m,
0.09136396306991712,2.309533888989718,92.259,115,big-m,
0.09136396306991712,2.309533888989718,93.238,115,big-m,
0.09136396306991712,2.287467468246234,94.897,115,big-m,
0.09136396306991712,2.1147931676278477,98.635,115,big-m,
0.09136396306991712,2.054666299190446,98.663,115,big-m,
0.09136396306991712,2.0382001178466327,98.685,115,big-m,
0.09136396306991712,1.7101049708871736,102.662,115,big-m,
0.09136396306991712,1.606490912589541,102.675,115,big-m,
0.09136396306991712,1.596210676770862,105.895,115,big-m,
0.09136396306991712,1.580006373469148,106.444,115,big-m,
0.09136396306991712,1.4712721079334252,106.446,115,big-m,
0.09136396306991712,1.4563624917963538,107.032,115,big-m,
0.09136396306991712,1.3540755090398795,111.858,115,big-m,
0.09136396306991712,1.2747616855341724,112.583,115,big-m,
0.09136396306991712,1.2747616855341724,113.894,115,big-m,
0.09136396306991712,1.2747616855341724,114.901,115,big-m,
0.09136396306991712,1.2747616855341724,118.297,115,big-m,
0.09136396306991712,1.2737973911326048,120.455,115,big-m,
0.09136396306991712,1.1472661267457076,120.463,115,big-m,
0.09136396306991712,1.1472661267457076,122.864,115,big-m,
0.09136396306991712,1.1472661267457076,122.874,115,big-m,
0.09136396306991712,1.1472661267457076,122.88,115,big-m,
0.09136396306991712,1.0479143242240778,124.037,115,big-m,
0.09136396306991712,1.0351805902597306,124.039,115,big-m,
0.09136396306991712,1.0351805902597306,124.042,115,big-m,
0.09136396306991712,1.0351805902597306,125.488,115,big-m,
0.09136396306991712,1.0338252384423874,126.575,115,big-m,
0.09136396306991712,0.9738352409316474,126.594,115,big-m,
0.09136396306991712,0.9715265758857604,126.598,115,big-m,
0.09136396306991712,0.9149337783168966,135.214,115,big-m,
0.09136396306991712,0.9149337783168966,135.22,115,big-m,
0.09136396306991712,0.9149337783168966,136.329,115,big-m,
0.09136396306991712,0.9149337783168966,136.337,115,big-m,
0.09136396306991712,0.8041332267941993,180.846,115,big-m,
0.09136396306991712,0.8041332267941993,180.852,115,big-m,
0.09136396306991712,0.8041332267941993,180.854,115,big-m,
0.09136396306991712,0.8041332267941993,180.858,115,big-m,
0.09136396306991712,0.7506021371341651,183.333,115,big-m,
0.09136396306991712,0.7506021371341651,183.346,115,big-m,
0.09136396306991712,0.673279023338386,186.392,115,big-m,
0.09136396306991712,0.6468160370679662,190.109,115,big-m,
0.09136396306991712,0.6451477995584933,190.111,115,big-m,
0.09136396306991712,0.6451477995584933,190.941,115,big-m,
0.09136396306991712,0.6362140891300168,190.944,115,big-m,
0.09136396306991712,0.628474585748261,191.954,115,big-m,
0.09136396306991712,0.628474585748261,191.956,115,big-m,
0.09136396306991712,0.6179959816746574,194.534,115,big-m,
0.09136396306991712,0.6179959816746574,194.537,115,big-m,
0.09136396306991712,0.6179959816746574,195.261,115,big-m,
0.09136396306991712,0.5764345449549234,199.176,115,big-m,
0.09136396306991712,0.5764345449549234,199.182,115,big-m,
