gap	eps	obj	lb	time_limit	nodes_explored	method	img
0.004613651087462157	0.1	-7.6744416923841605	-7.639034496124427	360.0	237128	cayley	118
1.0063687094124465	0.15	-5.732487475509364	0.03650854694200725	1140.0	48068	big-m	118
1.0063687094124465	0.15	-5.732487475509364	0.03650854694200725	1140.0	48584	cayley	118
1.0575680851496623	0.15	-7.333993434035144	0.42220395849759945	1140.0	69751	big-m	118
1.0575680851496623	0.15	-7.333993434035144	0.42220395849759945	1140.0	71721	cayley	118
0.9443412203142248	0.15	-6.882189603271375	-0.3830542748842134	1140.0	29639	big-m	118
0.9443412203142248	0.15	-6.882189603271375	-0.3830542748842134	1140.0	29639	cayley	118
6.613199279122806e-5	0.05	-7.499506370894021	-7.499010413592763	120.0	1	big-m	90
6.613199279122806e-5	0.05	-7.499506370894021	-7.499010413592763	120.0	1	cayley	90
8.969047590663473e-5	0.05	-7.646613082989513	-7.645927254623026	120.0	3627	big-m	90
8.969047590663473e-5	0.05	-7.646613082989513	-7.645927254623026	120.0	3627	cayley	90
3.0640961857818536e-5	0.05	-7.553271507184431	-7.553040067680278	120.0	884	big-m	90
3.0640961857818536e-5	0.05	-7.553271507184431	-7.553040067680278	120.0	884	cayley	90
8.685430826539657e-5	0.1	-7.498280273029651	-7.497629015083357	360.0	36274	big-m	90
8.685430826539657e-5	0.1	-7.498280273029651	-7.497629015083357	360.0	36274	cayley	90
0.0017515056982017798	0.1	-7.64465526402863	-7.631265606772896	360.0	261985	big-m	90
0.0017665374487048713	0.1	-7.64465526402863	-7.631150694222285	360.0	257261	cayley	90
4.3588350167688706e-5	0.1	-7.552388034376085	-7.55205883824184	360.0	9879	big-m	90
4.3588350167688706e-5	0.1	-7.552388034376085	-7.55205883824184	360.0	9879	cayley	90
0.002883838182857502	0.15	-7.494428959457006	-7.472816239065011	1140.0	1452518	big-m	90
0.002939479268214224	0.15	-7.494428959457006	-7.472399240903578	1140.0	1409240	cayley	90
0.5292663390048613	0.15	-7.6436423166780525	-3.5981197310672233	1140.0	63241	big-m	90
0.5246220450788381	0.15	-7.6436423166780525	-3.633619052651264	1140.0	64223	cayley	90
0.14179860427517416	0.15	-7.551277311725213	-6.480516728427789	1140.0	47874	big-m	90
0.14179860427517416	0.15	-7.551277311725213	-6.480516728427789	1140.0	48130	cayley	90
5.409959010123252e-5	0.05	-7.927450549411636	-7.927021677586365	120.0	60419	big-m	131
5.409959010123252e-5	0.05	-7.927450549411636	-7.927021677586365	120.0	60419	cayley	131
0.003604785177615794	0.05	-7.754007962013251	-7.726056429044671	120.0	44671	big-m	131
0.00365427910692501	0.05	-7.754007962013251	-7.725672652722736	120.0	43548	cayley	131
8.685654082549365e-5	0.05	-7.7710862993117455	-7.770411329637331	120.0	9774	big-m	131
8.685654082549365e-5	0.05	-7.7710862993117455	-7.770411329637331	120.0	9774	cayley	131
0.007043317042656216	0.1	-7.897594590466118	-7.841969327891098	360.0	601614	big-m	131
0.006969703203943945	0.1	-7.897594590466118	-7.8425507001454955	360.0	609786	cayley	131
0.08837919744259982	0.1	-7.544945761637421	-6.8781295104759606	360.0	78606	big-m	131
0.09286107815494953	0.1	-7.544945761637421	-6.844313963591153	360.0	75388	cayley	131
0.013357345192313814	0.1	-7.770342146542707	-7.6665510042289515	360.0	183043	big-m	131
0.013357345192313814	0.1	-7.770342146542707	-7.6665510042289515	360.0	183079	cayley	131
1.0403481312882474	0.15	-5.912676954627689	0.2385654660303128	1140.0	69817	big-m	131
1.0403481312882474	0.15	-5.912676954627689	0.2385654660303128	1140.0	70637	cayley	131
0.9782676948766306	0.15	-2.400019369044088	-0.05215795323006256	1140.0	124727	big-m	131
0.9565788122861466	0.15	-2.400019369044088	-0.10421169154014731	1140.0	128281	cayley	131
0.9986346197331579	0.15	-7.768181508372978	-0.010606521740779862	1140.0	107008	big-m	131
0.9994663297601928	0.15	-7.768181508372978	-0.0041456472884390284	1140.0	105807	cayley	131
3.597029148968641e-5	0.05	-7.49622536954136	-7.495955728129745	120.0	4180	big-m	48
3.597029148968641e-5	0.05	-7.49622536954136	-7.495955728129745	120.0	4180	cayley	48
7.676808000742382e-5	0.05	-7.649294013990766	-7.6487067923759	120.0	2118	big-m	48
7.676808000742382e-5	0.05	-7.649294013990766	-7.6487067923759	120.0	2118	cayley	48
6.883318980884876e-5	0.05	-7.55554266914869	-7.555022597046036	120.0	1	big-m	48
6.883318980884876e-5	0.05	-7.55554266914869	-7.555022597046036	120.0	1	cayley	48
0.0024912351544232308	0.1	-7.49416242775639	-7.475492706863405	360.0	2076	big-m	48
0.0008587426795445198	0.1	-7.492630818177986	-7.486196576312346	360.0	15867	cayley	48
0.002718883236509108	0.1	-7.649812069361542	-7.62901312356371	360.0	2229	big-m	48
0.002718883236509108	0.1	-7.649812069361542	-7.62901312356371	360.0	2244	cayley	48
0.0013802299220271783	0.1	-7.555307908835706	-7.544879846789803	360.0	2571	big-m	48
0.00041535244554267336	0.1	-7.555168529852411	-7.55203047212705	360.0	7752	cayley	48
0.012006606370211274	0.15	-7.489994625721769	-7.40006520853573	1140.0	7145	big-m	48
0.008333031929300547	0.15	-7.489994625721769	-7.42758026135534	1140.0	18215	cayley	48
0.006645031793995405	0.15	-7.644531430599324	-7.593733276192794	1140.0	42389	big-m	48
0.0095897731352161	0.15	-7.644531430599324	-7.571222108454847	1140.0	8870	cayley	48
0.31940735262820646	0.15	-7.555227219930657	-5.142032095108042	1140.0	3810	big-m	48
0.02922993155936062	0.15	-7.554867773059019	-7.334039505112485	1140.0	12457	cayley	48
6.608373861382089e-5	0.05	-7.548580734545794	-7.548081896109627	120.0	39472	big-m	133
6.608373861382089e-5	0.05	-7.548580734545794	-7.548081896109627	120.0	39472	cayley	133
7.563676772688069e-5	0.05	-7.494691873475619	-7.494124999207201	120.0	8949	big-m	133
7.563676772688069e-5	0.05	-7.494691873475619	-7.494124999207201	120.0	8949	cayley	133
6.152071173245981e-5	0.05	-7.874531939059421	-7.87404749224997	120.0	55151	big-m	133
0.00021993310037925063	0.05	-7.875690245786177	-7.8739581208127944	120.0	51826	cayley	133
0.2982358427515457	0.1	-3.8582993544032433	-2.7076161948550475	360.0	230128	big-m	133
0.5815919021546178	0.1	-4.2693691325272685	-1.786338617740524	360.0	94543	cayley	133
0.0	0.1	-5.4168623089802255	-5.416862308980223	360.0	31866	big-m	133
0.0	0.1	-5.4168623089802255	-5.416862308980223	360.0	31866	cayley	133
0.03907606171525251	0.1	-7.856988827150954	-7.549968646845154	360.0	49922	big-m	133
0.03471354324632059	0.1	-7.856988827150954	-7.584244905713792	360.0	54247	cayley	133
5.337848603367204	0.15	-0.27808380613138683	1.2062854500460727	1140.0	459777	big-m	133
6.4578869874888225	0.15	-0.27808380613138683	1.5177499869158606	1140.0	402281	cayley	133
1.7284326628257807	0.15	-3.186342896036247	2.3210362404356935	1140.0	86842	big-m	133
1.662691226646448	0.15	-2.7121246458816466	1.7973012083973718	1140.0	104964	cayley	133
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
9.723746831386397e-5	0.05	-7.689531766429051	-7.688784055827564	120.0	71566	big-m	135
0.00010752184200908912	0.05	-7.689531766429051	-7.688704973809337	120.0	68853	cayley	135
9.958086219121788e-5	0.05	-7.858291846263606	-7.857509310786205	120.0	65367	big-m	135
9.958086219121788e-5	0.05	-7.858291846263606	-7.857509310786205	120.0	65367	cayley	135
0.002613453811582509	0.05	-7.881931720400575	-7.8613326559032615	120.0	14131	big-m	135
0.0028479265166917993	0.05	-7.881931720400575	-7.859484558051292	120.0	11208	cayley	135
0.4906631142391784	0.1	-6.8758446101095005	-3.5021212806885034	360.0	29579	big-m	135
0.4906631142391784	0.1	-6.8758446101095005	-3.5021212806885034	360.0	29579	cayley	135
0.011469677511191406	0.1	-7.85010493368998	-7.760066761671544	360.0	60850	big-m	135
0.011437985821519751	0.1	-7.85010493368998	-7.760315544760992	360.0	61325	cayley	135
0.5380074995762996	0.1	-7.886013151249723	-3.6432789341200444	360.0	41322	big-m	135
0.5473573379266734	0.1	-7.886013151249723	-3.569545985926938	360.0	40739	cayley	135
1.7341520279756806	0.15	-7.683670636286176	5.640982379926685	1140.0	36019	big-m	135
1.5039678388390016	0.15	-7.3047779674298	3.6813731654443527	1140.0	160866	cayley	135
1.2194340126992218	0.15	-7.826644196906294	1.7174319420962263	1140.0	68514	big-m	135
1.1571647222845578	0.15	-7.826644196906294	1.2300723616268239	1140.0	87232	cayley	135
1.7831771450572704	0.15	-7.8702307881921945	6.163784879638194	1140.0	29656	big-m	135
1.7831771450572704	0.15	-7.8702307881921945	6.163784879638194	1140.0	29644	cayley	135
0.007048660049572549	0.05	-3.8868163687184283	-3.859419521460218	120.0	29606	big-m	50
0.007048660049572549	0.05	-3.8868163687184283	-3.859419521460218	120.0	29606	cayley	50
0.001227478618327298	0.05	-3.7937124975315966	-3.7890557965567955	120.0	15784	big-m	50
0.001282357646676837	0.05	-3.7937124975315966	-3.7888476013010934	120.0	14300	cayley	50
0.02975109501340027	0.05	-3.9171505618403213	-3.8006110432932156	120.0	10390	big-m	50
0.03604585118265243	0.05	-3.9171505618403213	-3.7759535356281817	120.0	8844	cayley	50
1.6515546588971626	0.1	-3.8747533840445008	2.5246136194517415	360.0	20456	big-m	50
1.645752163845578	0.1	-3.8747533840445008	2.502130382114713	360.0	20950	cayley	50
1.1414209733686647	0.1	-3.7927984685122857	0.5363812512081887	360.0	29902	big-m	50
1.1414209733686647	0.1	-3.7927984685122857	0.5363812512081887	360.0	29902	cayley	50
1.9757211557534744	0.1	-3.917388897861815	3.8222792229575586	360.0	10342	big-m	50
1.9756909718469975	0.1	-3.917388897861815	3.822160980857433	360.0	10457	cayley	50
1.9982222237304197	0.15	-3.8603006919183827	3.853437940954846	1140.0	30256	big-m	50
1.9983175605687042	0.15	-3.8603006919183827	3.8538059698176412	1140.0	30245	cayley	50
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
8.250000077460592e-5	0.05	-7.692471702880539	-7.691837073959093	120.0	6002	big-m	116
8.250000077460592e-5	0.05	-7.692471702880539	-7.691837073959093	120.0	6002	cayley	116
9.128331186587748e-5	0.05	-7.766682601286598	-7.765973632776541	120.0	60701	big-m	116
9.128331186587748e-5	0.05	-7.766682601286598	-7.765973632776541	120.0	60701	cayley	116
0.0027649099260089304	0.05	-7.883658977271495	-7.861861370311968	120.0	68725	big-m	116
0.002783655819886054	0.05	-7.883658977271495	-7.861713584077417	120.0	67795	cayley	116
0.7392533125269152	0.1	-7.68901607462764	-2.0048854713864586	360.0	39292	big-m	116
0.7335243811393507	0.1	-7.68901607462764	-2.048935316915881	360.0	40398	cayley	116
0.0	0.1	-4.11630410122366	-4.116304101223657	360.0	70316	big-m	116
0.0	0.1	-4.11630410122366	-4.116304101223657	360.0	70316	cayley	116
0.8947417008066745	0.1	-4.8255066772506865	-0.5079246255934428	360.0	15114	big-m	116
0.8947417008066745	0.1	-4.8255066772506865	-0.5079246255934428	360.0	15106	cayley	116
1.4211430586289078	0.15	-7.674614137154398	3.2321104715178604	1140.0	347181	big-m	116
1.4202684706962954	0.15	-7.674614137154398	3.2253983466060476	1140.0	349940	cayley	116
2.160092984358142	0.15	-6.579088940289454	7.632354923098038	1140.0	29403	big-m	116
2.160092984358142	0.15	-6.579088940289454	7.632354923098038	1140.0	29403	cayley	116
1.1760425470284341	0.15	-2.133669455885115	0.37561660553078874	1140.0	111555	big-m	116
1.1760425470284341	0.15	-2.133669455885115	0.37561660553078874	1140.0	111555	cayley	116
0.0	0.05	-7.713288522829922	-7.713288522829922	120.0	1744	big-m	84
0.0	0.05	-7.713288522829922	-7.713288522829922	120.0	1744	cayley	84
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
8.317988625831512e-5	0.05	-7.3515104494633	-7.3508989516602865	120.0	21802	big-m	17
8.317988625831512e-5	0.05	-7.3515104494633	-7.3508989516602865	120.0	21802	cayley	17
0.0013449395155425278	0.05	-7.581282357689983	-7.571085991468641	120.0	33534	big-m	17
0.0013449395155425278	0.05	-7.581282357689983	-7.571085991468641	120.0	33496	cayley	17
9.584116313272645e-5	0.05	-7.61177332523367	-7.611043804024677	120.0	15259	big-m	17
9.584116313272645e-5	0.05	-7.61177332523367	-7.611043804024677	120.0	15259	cayley	17
0.0	0.1	-6.989240357758112	-6.989240357758109	360.0	58149	big-m	17
0.0	0.1	-6.989240357758112	-6.989240357758109	360.0	58149	cayley	17
0.013053424190861532	0.1	-7.576280238631012	-7.47738383888732	360.0	76666	big-m	17
0.012782451454157177	0.1	-7.576280238631012	-7.479436804277621	360.0	87392	cayley	17
0.5353099849483659	0.1	-6.6735056520876315	-3.1011114419157666	360.0	6457	big-m	17
0.12051135645362997	0.1	-6.6735056520876315	-5.869272433653585	360.0	17631	cayley	17
0.7230823484596269	0.15	-5.679569701524997	-1.5727731035061603	1140.0	306210	big-m	17
0.34529600718827463	0.15	-4.197989664917259	-2.7484405954036863	1140.0	481340	cayley	17
0.41058826727301373	0.15	-7.575426577836786	-4.465045305388844	1140.0	278788	big-m	17
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
9.847888851500094e-5	0.05	-7.345872643795702	-7.345149230422568	120.0	19665	big-m	78
9.847888851500094e-5	0.05	-7.345872643795702	-7.345149230422568	120.0	19665	cayley	78
8.615808781942226e-5	0.05	-7.50062782075478	-7.499981581004299	120.0	24135	big-m	78
8.615808781942226e-5	0.05	-7.50062782075478	-7.499981581004299	120.0	24135	cayley	78
6.468193128141222e-5	0.05	-7.532214638562929	-7.531727440373281	120.0	6674	big-m	78
6.468193128141222e-5	0.05	-7.532214638562929	-7.531727440373281	120.0	6674	cayley	78
0.5325948492050507	0.1	-5.167353791264153	-2.415247778016674	360.0	29571	big-m	78
0.5325948492050507	0.1	-5.167353791264153	-2.415247778016674	360.0	29564	cayley	78
0.9545069487458009	0.1	-3.295290617493692	-0.14991282495912195	360.0	29486	big-m	78
0.9545069487458009	0.1	-3.295290617493692	-0.14991282495912195	360.0	29490	cayley	78
0.0	0.1	-3.5346306930881917	-3.5346306930881903	360.0	37188	big-m	78
0.0	0.1	-3.5346306930881917	-3.5346306930881903	360.0	37188	cayley	78
0.3863454619549306	0.15	0.20843983214520737	0.2889696153851557	1140.0	219504	big-m	78
0.3867972824776688	0.15	0.20843983214520737	0.289063792779075	1140.0	217983	cayley	78
2.8963266750578676	0.15	-1.5682752402723161	2.9739621719611797	1140.0	34667	big-m	78
1.3924469313565924	0.15	-7.577998282929428	2.9739621719611797	1140.0	29367	cayley	78
1.6288508147392253	0.15	-0.3362872118864669	0.21147448718118714	1140.0	267971	big-m	78
1.5920414124389137	0.15	-0.36877779345590317	0.2183317257137389	1140.0	247025	cayley	78
0.000408839809638298	0.05	-7.495213115967241	-7.49214877446371	120.0	11210	big-m	81
8.770863034568181e-5	0.05	-7.495213115967241	-7.49455572109069	120.0	36214	cayley	81
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
8.490170414972164e-5	0.05	-7.6948988887564465	-7.694245578727531	120.0	1	big-m	26
8.490170414972164e-5	0.05	-7.6948988887564465	-7.694245578727531	120.0	1	cayley	26
6.103087883118357e-5	0.05	-7.87077714008529	-7.870296779639347	120.0	224	big-m	26
6.103087883118357e-5	0.05	-7.87077714008529	-7.870296779639347	120.0	224	cayley	26
7.527547730148822e-5	0.05	-7.883046380906542	-7.88245298082763	120.0	3293	big-m	26
7.527547730148822e-5	0.05	-7.883046380906542	-7.88245298082763	120.0	3293	cayley	26
0.0008440785227272718	0.1	-7.692826974992993	-7.686333624964345	360.0	146717	big-m	26
0.0008448997619100753	0.1	-7.692826974992993	-7.686327307313406	360.0	146513	cayley	26
8.866325883085771e-5	0.1	-7.868861524291678	-7.868163845385646	360.0	16886	big-m	26
8.866325883085771e-5	0.1	-7.868861524291678	-7.868163845385646	360.0	16886	cayley	26
0.0006193525791860987	0.1	-7.879542824659794	-7.874662609488533	360.0	207369	big-m	26
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	big-m	1
0.0	0.001	-7.61516257928824	-7.61516257928824	100	0	cayley	1
9.175253205747468e-5	0.05	-7.690526770618514	-7.689821145314454	120.0	25	big-m	32
9.175253205747468e-5	0.05	-7.690526770618514	-7.689821145314454	120.0	25	cayley	32
7.045489384573278e-5	0.05	-7.864847346365053	-7.864293229380152	120.0	1658	big-m	32
7.045489384573278e-5	0.05	-7.864847346365053	-7.864293229380152	120.0	1658	cayley	32
8.063078182795129e-5	0.05	-7.882608158401967	-7.881972577543312	120.0	2512	big-m	32
8.063078182795129e-5	0.05	-7.882608158401967	-7.881972577543312	120.0	2512	cayley	32
