gap	eps	obj	lb	time_limit	nodes_explored	method	img
0.8369524749110913	0.15	-7.848903142259586	-1.2797442320079848	1140.0	64700	big-m	3
0.8607413076939386	0.15	-7.848903142259586	-1.0930279876280058	1140.0	57961	cayley	3
0.9052935159672799	0.15	-5.398769871077243	-0.5112985125915067	1140.0	30704	big-m	3
0.9052935159672799	0.15	-5.398769871077243	-0.5112985125915067	1140.0	30287	cayley	3
0.45464332329333607	0.15	-7.767291440191999	-4.235944246835226	1140.0	78051	big-m	3
0.45745705480427895	0.15	-7.767291440191999	-4.214089174155281	1140.0	77478	cayley	3
3.986132988957247e-5	0.05	-7.626274250063317	-7.625970256629607	120.0	723	big-m	122
3.986132988957247e-5	0.05	-7.626274250063317	-7.625970256629607	120.0	723	cayley	122
9.937454207147199e-5	0.05	-7.78321837820079	-7.7824449244386145	120.0	7705	big-m	122
9.937454207147199e-5	0.05	-7.78321837820079	-7.7824449244386145	120.0	7705	cayley	122
0.0004407890485561687	0.05	-7.693696546686844	-7.69030524950615	120.0	32321	big-m	122
0.0004407890485561687	0.05	-7.693696546686844	-7.69030524950615	120.0	32464	cayley	122
0.0	0.1	-6.866942797655288	-6.866942797655288	360.0	40978	big-m	122
0.0	0.1	-6.866942797655288	-6.866942797655288	360.0	40978	cayley	122
0.005322168490876321	0.1	-7.779956035470009	-7.738549798597627	360.0	59957	big-m	122
0.005322168490876321	0.1	-7.779956035470009	-7.738549798597627	360.0	59957	cayley	122
0.0035109620965802454	0.1	-7.688479086285928	-7.661485127633628	360.0	96087	big-m	122
0.0035127735395356287	0.1	-7.688479086285928	-7.6614712003923495	360.0	95622	cayley	122
