Img	Time(s)	Epsilon
1	18.646	0.025
2	16.065	0.025
3	16.673	0.025
4	16.782	0.025
5	17.253	0.025
6	17.238	0.025
7	16.092	0.025
8	16.411	0.025
9	17.168	0.025
10	16.785	0.025
11	1.963	0.025
12	15.959	0.025
13	16.618	0.025
14	16.465	0.025
15	16.299	0.025
16	15.944	0.025
17	16.803	0.025
18	16.973	0.025
19	16.83	0.025
20	16.909	0.025
21	16.749	0.025
22	17.079	0.025
23	16.887	0.025
24	15.893	0.025
25	16.762	0.025
26	16.012	0.025
27	16.673	0.025
28	16.321	0.025
29	17.484	0.025
30	15.952	0.025
31	1.879	0.025
32	15.97	0.025
33	16.408	0.025
34	1.834	0.025
35	15.784	0.025
36	16.385	0.025
37	16.941	0.025
38	16.132	0.025
39	18.943	0.025
40	16.555	0.025
41	15.966	0.025
42	16.473	0.025
43	17.462	0.025
44	17.176	0.025
45	17.149	0.025
46	15.71	0.025
47	16.643	0.025
48	16.533	0.025
49	16.451	0.025
50	16.961	0.025
51	15.934	0.025
52	17.006	0.025
53	16.631	0.025
54	16.953	0.025
55	17.094	0.025
56	16.087	0.025
57	16.444	0.025
58	17.157	0.025
59	16.613	0.025
60	15.972	0.025
61	17.237	0.025
62	17.159	0.025
63	16.726	0.025
64	16.604	0.025
65	16.619	0.025
66	16.304	0.025
67	17.041	0.025
68	16.568	0.025
69	16.825	0.025
70	16.933	0.025
71	16.869	0.025
72	16.509	0.025
73	16.091	0.025
74	16.057	0.025
75	17.023	0.025
76	16.396	0.025
77	17.357	0.025
78	16.098	0.025
79	17.201	0.025
80	17.344	0.025
81	16.708	0.025
82	16.638	0.025
83	17.044	0.025
84	16.155	0.025
85	16.91	0.025
86	17.372	0.025
87	17.1	0.025
88	16.15	0.025
89	17.032	0.025
90	16.54	0.025
91	16.792	0.025
92	16.82	0.025
93	16.646	0.025
94	16.858	0.025
95	16.851	0.025
96	15.79	0.025
97	17.112	0.025
98	17.492	0.025
99	1.96	0.025
100	16.841	0.025
101	17.058	0.025
102	15.678	0.025
103	17.499	0.025
104	16.665	0.025
105	16.954	0.025
106	17.955	0.025
107	16.405	0.025
108	1.935	0.025
109	16.54	0.025
110	17.239	0.025
111	16.915	0.025
112	17.119	0.025
113	17.363	0.025
114	17.758	0.025
115	16.245	0.025
116	16.964	0.025
117	16.701	0.025
118	17.1	0.025
119	16.535	0.025
120	15.898	0.025
121	17.051	0.025
122	16.195	0.025
123	17.033	0.025
124	16.883	0.025
125	16.748	0.025
126	1.806	0.025
127	17.157	0.025
128	15.985	0.025
