Img	Time(s)	Epsilon
1	10.768	0.025
2	9.675	0.025
3	9.899	0.025
4	11.441	0.025
5	10.255	0.025
6	10.779	0.025
7	9.696	0.025
8	10.517	0.025
9	10.962	0.025
10	10.456	0.025
11	10.988	0.025
12	10.089	0.025
13	9.889	0.025
14	10.141	0.025
15	11.143	0.025
16	10.885	0.025
17	10.497	0.025
18	10.917	0.025
19	10.735	0.025
20	10.728	0.025
21	10.682	0.025
22	11.011	0.025
23	10.869	0.025
24	10.609	0.025
25	9.614	0.025
26	9.843	0.025
27	11.032	0.025
28	10.529	0.025
29	9.972	0.025
30	10.351	0.025
31	1.413	0.025
32	9.598	0.025
33	10.579	0.025
34	1.195	0.025
35	10.189	0.025
36	10.993	0.025
37	9.937	0.025
38	10.278	0.025
39	11.521	0.025
40	10.968	0.025
41	10.651	0.025
42	10.491	0.025
43	10.646	0.025
44	10.91	0.025
45	10.336	0.025
46	9.571	0.025
47	11.312	0.025
48	9.908	0.025
49	9.847	0.025
50	10.515	0.025
51	9.767	0.025
52	10.181	0.025
53	10.463	0.025
54	10.461	0.025
55	10.342	0.025
56	10.028	0.025
57	10.686	0.025
58	10.641	0.025
59	10.674	0.025
60	9.877	0.025
61	10.596	0.025
62	11.009	0.025
63	11.263	0.025
64	10.783	0.025
65	10.178	0.025
66	9.636	0.025
67	10.31	0.025
68	11.236	0.025
69	10.752	0.025
70	10.084	0.025
71	11.063	0.025
72	10.348	0.025
73	9.819	0.025
74	10.61	0.025
75	10.55	0.025
76	10.336	0.025
77	10.559	0.025
78	10.501	0.025
79	10.929	0.025
80	10.583	0.025
81	10.082	0.025
82	9.814	0.025
83	10.352	0.025
84	9.853	0.025
85	10.86	0.025
86	11.112	0.025
87	9.978	0.025
88	10.429	0.025
89	10.656	0.025
90	9.596	0.025
91	9.951	0.025
92	11.184	0.025
93	11.82	0.025
94	10.918	0.025
95	11.059	0.025
96	10.491	0.025
97	10.95	0.025
98	12.064	0.025
99	3.031	0.025
100	10.301	0.025
101	10.474	0.025
102	9.748	0.025
103	9.755	0.025
104	11.129	0.025
105	11.03	0.025
106	10.901	0.025
107	10.759	0.025
108	1.385	0.025
109	11.138	0.025
110	10.84	0.025
111	10.547	0.025
112	10.457	0.025
113	10.984	0.025
114	10.358	0.025
115	10.013	0.025
116	10.326	0.025
117	10.755	0.025
118	9.912	0.025
119	9.683	0.025
120	10.479	0.025
121	10.366	0.025
122	11.068	0.025
123	11.934	0.025
124	11.219	0.025
125	9.937	0.025
126	11.027	0.025
127	10.729	0.025
128	10.253	0.025
129	10.882	0.025
130	10.727	0.025
131	10.538	0.025
132	9.811	0.025
133	10.466	0.025
134	11.229	0.025
135	9.932	0.025
136	11.267	0.025
137	10.614	0.025
138	10.992	0.025
139	10.686	0.025
140	10.613	0.025
141	10.561	0.025
142	9.77	0.025
143	10.213	0.025
144	10.194	0.025
145	11.173	0.025
146	10.278	0.025
147	10.894	0.025
148	3.824	0.025
149	9.695	0.025
150	9.858	0.025
1	13.586	0.075
2	11.739	0.075
3	11.979	0.075
4	13.373	0.075
5	11.807	0.075
6	12.538	0.075
7	11.039	0.075
8	12.776	0.075
9	12.907	0.075
10	13.432	0.075
11	12.696	0.075
12	11.798	0.075
13	12.869	0.075
14	12.2	0.075
15	12.71	0.075
16	11.975	0.075
17	12.419	0.075
18	13.27	0.075
19	12.966	0.075
20	12.777	0.075
21	13.498	0.075
22	14.146	0.075
23	12.526	0.075
24	12.684	0.075
25	11.36	0.075
26	11.8	0.075
27	13.998	0.075
28	12.694	0.075
29	12.62	0.075
30	13.805	0.075
31	1.698	0.075
