Img	Time(s)	Epsilon
1	10.135	0.025
2	9.642	0.025
3	9.533	0.025
4	9.799	0.025
5	9.563	0.025
6	9.722	0.025
7	10.087	0.025
8	9.935	0.025
9	9.661	0.025
10	9.922	0.025
11	9.869	0.025
12	9.87	0.025
13	9.596	0.025
14	9.539	0.025
15	9.897	0.025
16	9.491	0.025
17	9.808	0.025
18	9.788	0.025
19	10.185	0.025
20	9.928	0.025
21	9.878	0.025
22	10.188	0.025
23	9.727	0.025
24	9.858	0.025
25	9.954	0.025
26	9.612	0.025
27	10.013	0.025
28	9.682	0.025
29	9.758	0.025
30	9.72	0.025
31	1.116	0.025
32	9.705	0.025
33	9.721	0.025
34	1.2	0.025
35	9.637	0.025
36	9.703	0.025
37	10.148	0.025
38	9.908	0.025
39	10.629	0.025
40	9.634	0.025
41	9.762	0.025
42	9.962	0.025
43	10.324	0.025
44	9.911	0.025
45	9.548	0.025
46	9.732	0.025
47	9.708	0.025
48	9.662	0.025
49	9.798	0.025
50	10.045	0.025
51	9.905	0.025
52	9.855	0.025
53	9.825	0.025
54	9.502	0.025
55	9.759	0.025
56	9.493	0.025
57	9.954	0.025
58	9.774	0.025
59	9.818	0.025
60	9.736	0.025
61	9.838	0.025
62	9.834	0.025
63	9.927	0.025
64	9.726	0.025
65	9.676	0.025
66	9.477	0.025
67	9.956	0.025
68	10.041	0.025
69	10.073	0.025
70	9.803	0.025
71	9.72	0.025
72	9.621	0.025
73	9.597	0.025
74	9.692	0.025
75	10.004	0.025
76	9.624	0.025
77	9.585	0.025
78	9.615	0.025
79	9.79	0.025
80	9.594	0.025
81	10.983	0.025
82	9.578	0.025
83	10.147	0.025
84	9.62	0.025
85	9.737	0.025
86	9.543	0.025
87	10.011	0.025
88	9.479	0.025
89	9.679	0.025
90	10.288	0.025
91	9.631	0.025
92	9.59	0.025
93	9.86	0.025
94	9.524	0.025
95	9.629	0.025
96	9.576	0.025
97	10.178	0.025
98	9.741	0.025
99	2.263	0.025
100	9.793	0.025
101	10.067	0.025
102	9.811	0.025
103	9.466	0.025
104	9.659	0.025
105	10.19	0.025
106	9.84	0.025
107	9.652	0.025
108	1.175	0.025
109	9.62	0.025
110	9.529	0.025
111	9.476	0.025
112	9.676	0.025
113	10.155	0.025
114	9.917	0.025
115	11.046	0.025
116	10.007	0.025
117	10.081	0.025
118	9.888	0.025
119	10.352	0.025
120	9.734	0.025
121	10.308	0.025
122	9.812	0.025
123	10.392	0.025
124	10.241	0.025
125	10.019	0.025
126	10.067	0.025
127	10.126	0.025
128	9.735	0.025
129	9.514	0.025
130	10.406	0.025
131	9.781	0.025
132	10.181	0.025
133	9.636	0.025
134	9.741	0.025
135	9.49	0.025
136	9.911	0.025
137	10.272	0.025
138	10.235	0.025
139	9.675	0.025
140	9.81	0.025
141	9.637	0.025
142	9.893	0.025
143	9.745	0.025
144	9.905	0.025
145	10.234	0.025
146	9.927	0.025
147	9.55	0.025
148	10.209	0.025
149	9.7	0.025
150	9.653	0.025
1	10.513	0.075
2	10.123	0.075
3	10.284	0.075
4	10.516	0.075
5	10.084	0.075
6	10.516	0.075
7	9.985	0.075
8	10.329	0.075
9	9.914	0.075
10	10.706	0.075
11	10.503	0.075
12	10.548	0.075
13	10.231	0.075
14	10.105	0.075
15	10.191	0.075
16	10.245	0.075
17	10.374	0.075
18	10.219	0.075
19	10.533	0.075
20	10.336	0.075
21	10.687	0.075
22	10.401	0.075
23	10.683	0.075
24	10.018	0.075
25	10.589	0.075
26	9.97	0.075
27	10.594	0.075
28	10.131	0.075
29	10.443	0.075
30	10.275	0.075
31	1.084	0.075
32	10.042	0.075
33	10.595	0.075
34	2.418	0.075
35	9.991	0.075
36	10.399	0.075
37	3.364	0.075
38	10.13	0.075
39	10.631	0.075
40	10.151	0.075
41	10.487	0.075
42	10.242	0.075
43	10.866	0.075
44	10.417	0.075
45	10.265	0.075
46	9.547	0.075
47	10.336	0.075
48	10.773	0.075
49	10.274	0.075
50	10.641	0.075
51	10.112	0.075
52	10.209	0.075
53	10.52	0.075
54	6.027	0.075
55	10.486	0.075
56	10.355	0.075
57	10.855	0.075
58	11.258	0.075
59	10.481	0.075
60	10.273	0.075
61	10.099	0.075
62	10.18	0.075
63	10.184	0.075
64	10.231	0.075
65	10.357	0.075
66	10.244	0.075
67	10.209	0.075
68	10.407	0.075
69	10.063	0.075
70	10.16	0.075
71	10.454	0.075
72	11.28	0.075
73	10.056	0.075
74	10.194	0.075
75	10.335	0.075
76	10.114	0.075
77	10.136	0.075
78	10.717	0.075
79	10.548	0.075
80	10.307	0.075
81	10.249	0.075
82	10.391	0.075
83	10.309	0.075
84	10.12	0.075
85	10.855	0.075
86	11.287	0.075
87	10.653	0.075
88	10.124	0.075
89	10.647	0.075
90	10.064	0.075
91	10.085	0.075
92	10.688	0.075
93	10.294	0.075
94	10.587	0.075
95	10.409	0.075
96	10.184	0.075
97	10.355	0.075
98	10.678	0.075
99	1.071	0.075
100	10.435	0.075
101	10.291	0.075
102	10.013	0.075
103	10.131	0.075
104	1.302	0.075
105	10.599	0.075
106	10.574	0.075
107	10.214	0.075
108	2.275	0.075
109	10.761	0.075
110	10.188	0.075
111	10.179	0.075
112	10.324	0.075
113	10.312	0.075
114	10.514	0.075
115	10.49	0.075
116	10.233	0.075
117	10.601	0.075
118	10.129	0.075
119	9.72	0.075
120	9.908	0.075
121	10.594	0.075
122	9.989	0.075
123	10.263	0.075
124	10.769	0.075
125	9.998	0.075
126	4.696	0.075
127	10.541	0.075
128	9.978	0.075
129	10.353	0.075
130	1.175	0.075
131	10.404	0.075
132	10.267	0.075
133	10.323	0.075
134	10.657	0.075
135	10.242	0.075
136	2.279	0.075
137	10.476	0.075
138	10.408	0.075
139	10.081	0.075
140	10.501	0.075
141	10.337	0.075
142	10.275	0.075
143	9.886	0.075
144	10.004	0.075
145	2.137	0.075
146	10.513	0.075
147	10.931	0.075
148	4.742	0.075
149	10.175	0.075
150	10.703	0.075
