Img	Time(s)	Epsilon
1	9.494	0.008
2	9.494	0.008
3	9.511	0.008
4	10.248	0.008
5	9.431	0.008
6	9.549	0.008
7	9.431	0.008
8	9.564	0.008
9	9.564	0.008
10	9.67	0.008
11	9.613	0.008
12	9.45	0.008
13	9.777	0.008
14	9.674	0.008
15	9.437	0.008
16	9.539	0.008
17	9.989	0.008
18	9.553	0.008
19	10.057	0.008
20	10.479	0.008
21	9.786	0.008
22	9.461	0.008
23	9.716	0.008
24	9.444	0.008
25	9.706	0.008
26	9.96	0.008
27	9.925	0.008
28	9.328	0.008
29	9.55	0.008
30	9.643	0.008
31	1.128	0.008
32	9.497	0.008
33	9.449	0.008
34	2.291	0.008
35	9.484	0.008
36	9.457	0.008
37	9.475	0.008
38	9.623	0.008
39	9.87	0.008
40	9.475	0.008
41	9.545	0.008
42	10.016	0.008
43	9.909	0.008
44	9.551	0.008
45	9.684	0.008
46	9.304	0.008
47	9.725	0.008
48	9.423	0.008
49	9.531	0.008
50	9.643	0.008
51	9.489	0.008
52	9.688	0.008
53	9.562	0.008
54	9.613	0.008
55	9.487	0.008
56	9.461	0.008
57	9.561	0.008
58	9.778	0.008
59	9.549	0.008
60	9.514	0.008
61	9.7	0.008
62	9.794	0.008
63	9.511	0.008
64	9.54	0.008
65	9.603	0.008
66	9.323	0.008
67	9.625	0.008
68	9.719	0.008
69	9.656	0.008
70	9.435	0.008
71	9.744	0.008
72	9.752	0.008
73	9.545	0.008
74	9.394	0.008
75	9.454	0.008
76	9.714	0.008
77	9.597	0.008
78	9.68	0.008
79	9.775	0.008
80	9.917	0.008
81	9.835	0.008
82	9.438	0.008
83	9.641	0.008
84	9.596	0.008
85	9.839	0.008
86	9.92	0.008
87	9.413	0.008
88	9.536	0.008
89	9.774	0.008
90	9.412	0.008
91	9.474	0.008
92	9.407	0.008
93	10.298	0.008
94	9.44	0.008
95	9.581	0.008
96	9.544	0.008
97	9.753	0.008
98	9.832	0.008
99	2.19	0.008
100	9.556	0.008
101	9.447	0.008
102	9.56	0.008
103	9.413	0.008
104	9.637	0.008
105	9.689	0.008
106	9.635	0.008
107	9.6	0.008
108	10.046	0.008
109	9.794	0.008
110	9.574	0.008
111	9.573	0.008
112	9.424	0.008
113	9.616	0.008
114	9.578	0.008
115	9.606	0.008
116	9.527	0.008
117	9.672	0.008
118	9.514	0.008
119	9.436	0.008
120	9.665	0.008
121	9.591	0.008
122	9.65	0.008
123	9.698	0.008
124	9.627	0.008
125	9.528	0.008
126	9.72	0.008
127	9.82	0.008
128	9.465	0.008
129	9.728	0.008
130	10.062	0.008
131	9.395	0.008
132	9.55	0.008
133	9.376	0.008
134	9.486	0.008
135	9.821	0.008
136	9.456	0.008
137	9.383	0.008
138	10.017	0.008
139	9.63	0.008
140	9.515	0.008
141	9.58	0.008
142	9.591	0.008
143	9.353	0.008
144	9.521	0.008
145	9.896	0.008
146	9.669	0.008
147	9.558	0.008
148	9.823	0.008
149	9.54	0.008
150	9.595	0.008
1	9.72	0.016
2	9.534	0.016
3	9.8	0.016
4	10.354	0.016
5	9.527	0.016
6	9.544	0.016
7	9.432	0.016
8	9.739	0.016
9	9.823	0.016
10	9.77	0.016
11	9.618	0.016
12	9.478	0.016
13	9.784	0.016
14	9.799	0.016
15	9.879	0.016
16	9.832	0.016
17	9.818	0.016
18	9.544	0.016
19	9.833	0.016
20	9.856	0.016
21	9.712	0.016
22	9.909	0.016
23	9.85	0.016
24	9.68	0.016
25	9.687	0.016
26	9.909	0.016
27	12.928	0.016
28	9.886	0.016
29	9.812	0.016
30	10.031	0.016
31	1.255	0.016
32	9.727	0.016
33	9.902	0.016
34	1.288	0.016
35	9.889	0.016
36	9.865	0.016
37	9.991	0.016
38	9.838	0.016
39	10.266	0.016
40	9.706	0.016
41	9.892	0.016
42	10.057	0.016
43	9.837	0.016
44	10.044	0.016
45	9.961	0.016
46	9.707	0.016
47	9.85	0.016
48	9.956	0.016
49	9.782	0.016
50	9.92	0.016
51	9.616	0.016
52	10.091	0.016
53	9.799	0.016
54	9.73	0.016
55	9.86	0.016
56	9.92	0.016
57	9.611	0.016
58	9.813	0.016
59	9.821	0.016
60	9.862	0.016
61	9.887	0.016
62	10.296	0.016
63	9.797	0.016
64	9.881	0.016
65	9.718	0.016
66	9.603	0.016
67	10.107	0.016
68	10.431	0.016
69	10.007	0.016
70	9.724	0.016
71	9.93	0.016
72	10.087	0.016
73	9.717	0.016
74	9.658	0.016
75	9.877	0.016
76	9.884	0.016
77	9.891	0.016
78	9.932	0.016
79	10.232	0.016
80	10.19	0.016
81	9.931	0.016
82	9.684	0.016
83	9.992	0.016
84	9.82	0.016
85	10.184	0.016
86	10.381	0.016
87	9.935	0.016
88	9.797	0.016
89	10.312	0.016
90	9.802	0.016
91	9.683	0.016
92	9.765	0.016
93	10.272	0.016
94	9.978	0.016
95	9.901	0.016
96	9.751	0.016
97	10.069	0.016
98	10.009	0.016
99	2.466	0.016
100	9.807	0.016
101	9.847	0.016
102	9.796	0.016
103	9.764	0.016
104	9.869	0.016
105	10.454	0.016
106	10.187	0.016
107	9.859	0.016
108	3.643	0.016
109	10.232	0.016
110	10.009	0.016
111	9.95	0.016
112	10.224	0.016
113	9.909	0.016
114	9.718	0.016
115	9.809	0.016
116	9.694	0.016
117	9.843	0.016
118	9.735	0.016
119	9.647	0.016
120	9.796	0.016
121	10.247	0.016
122	9.731	0.016
123	10.008	0.016
124	9.908	0.016
125	9.618	0.016
126	10.299	0.016
127	10.233	0.016
128	9.754	0.016
129	10.144	0.016
130	9.871	0.016
131	9.934	0.016
132	9.779	0.016
133	9.692	0.016
134	9.795	0.016
135	9.86	0.016
136	10.044	0.016
137	10.1	0.016
138	10.49	0.016
139	9.817	0.016
140	9.761	0.016
141	9.974	0.016
142	9.757	0.016
143	9.813	0.016
144	9.796	0.016
145	10.01	0.016
146	9.901	0.016
147	10.0	0.016
148	10.552	0.016
149	9.866	0.016
150	10.148	0.016
1	10.247	0.024
2	9.893	0.024
3	10.373	0.024
4	10.421	0.024
5	9.844	0.024
6	9.812	0.024
7	10.092	0.024
8	10.032	0.024
9	10.202	0.024
10	9.694	0.024
11	10.261	0.024
12	9.7	0.024
13	9.838	0.024
14	9.692	0.024
15	9.754	0.024
16	9.894	0.024
17	9.99	0.024
18	10.165	0.024
19	11.127	0.024
20	10.244	0.024
21	10.211	0.024
22	9.96	0.024
23	9.943	0.024
24	9.91	0.024
25	9.747	0.024
26	9.727	0.024
27	10.221	0.024
28	9.708	0.024
29	10.093	0.024
30	9.751	0.024
31	1.158	0.024
32	9.612	0.024
33	10.217	0.024
34	1.128	0.024
35	9.585	0.024
36	9.964	0.024
37	10.404	0.024
