Img	Time(s)	Epsilon
2	15.023	0.008
3	9.601	0.008
4	10.167	0.008
5	10.655	0.008
6	9.729	0.008
7	9.715	0.008
8	9.824	0.008
9	10.197	0.008
10	9.911	0.008
11	9.707	0.008
12	10.329	0.008
13	9.78	0.008
14	9.659	0.008
15	9.882	0.008
16	9.76	0.008
17	9.807	0.008
18	9.774	0.008
19	9.63	0.008
20	10.167	0.008
21	9.855	0.008
22	9.686	0.008
23	9.99	0.008
24	10.135	0.008
25	9.767	0.008
26	9.61	0.008
27	10.279	0.008
28	10.682	0.008
29	10.135	0.008
30	10.128	0.008
31	10.123	0.008
32	3.439	0.008
33	9.908	0.008
34	9.831	0.008
35	3.593	0.008
36	9.829	0.008
37	9.953	0.008
38	10.215	0.008
39	10.079	0.008
40	9.952	0.008
41	10.296	0.008
42	10.002	0.008
43	10.06	0.008
44	10.35	0.008
45	9.884	0.008
46	10.359	0.008
47	9.92	0.008
48	9.847	0.008
49	9.966	0.008
50	9.9	0.008
51	9.946	0.008
52	9.926	0.008
53	9.969	0.008
54	9.984	0.008
55	10.265	0.008
56	10.044	0.008
57	9.873	0.008
58	9.757	0.008
59	9.827	0.008
60	9.976	0.008
61	10.24	0.008
62	9.951	0.008
63	10.296	0.008
64	10.057	0.008
65	9.853	0.008
66	9.926	0.008
67	10.13	0.008
68	10.649	0.008
69	9.987	0.008
70	10.009	0.008
71	10.08	0.008
72	10.594	0.008
73	10.005	0.008
74	10.102	0.008
75	9.987	0.008
76	10.141	0.008
77	10.04	0.008
78	10.199	0.008
79	10.411	0.008
80	10.556	0.008
81	10.229	0.008
82	10.016	0.008
83	9.888	0.008
84	9.797	0.008
85	10.055	0.008
86	10.444	0.008
87	10.005	0.008
88	9.806	0.008
89	9.952	0.008
90	10.464	0.008
91	10.024	0.008
92	10.159	0.008
93	9.848	0.008
94	9.995	0.008
95	9.818	0.008
96	10.381	0.008
97	9.98	0.008
98	9.838	0.008
99	10.04	0.008
100	2.32	0.008
101	9.829	0.008
102	10.381	0.008
103	9.781	0.008
104	10.079	0.008
105	9.281	0.008
106	10.372	0.008
107	10.018	0.008
108	10.318	0.008
109	7.095	0.008
110	9.95	0.008
111	10.364	0.008
112	9.945	0.008
113	10.107	0.008
114	10.61	0.008
115	10.257	0.008
116	10.066	0.008
117	10.053	0.008
118	10.001	0.008
119	10.205	0.008
120	9.922	0.008
121	10.063	0.008
122	10.015	0.008
123	9.957	0.008
124	10.474	0.008
125	9.895	0.008
126	10.034	0.008
127	10.254	0.008
128	10.379	0.008
129	10.131	0.008
130	10.207	0.008
131	10.075	0.008
132	9.95	0.008
133	9.959	0.008
134	10.016	0.008
135	9.881	0.008
136	9.91	0.008
137	10.485	0.008
138	10.013	0.008
139	9.999	0.008
140	9.845	0.008
141	9.977	0.008
142	9.979	0.008
143	9.896	0.008
144	9.992	0.008
145	10.003	0.008
146	9.938	0.008
147	9.915	0.008
148	10.179	0.008
149	3.514	0.008
150	10.037	0.008
151	9.979	0.008
2	10.117	0.016
3	9.942	0.016
4	9.938	0.016
5	10.575	0.016
6	14.6	0.016
7	13.158	0.016
8	14.048	0.016
9	12.355	0.016
10	11.442	0.016
11	10.793	0.016
12	11.117	0.016
13	10.464	0.016
