Img	Target_Label	Epsilon	Objective_Value	Label
1	1	0.05	-5.757368921702352	3
1	2	0.05	-5.686082552294361	3
1	4	0.05	-0.6557998170903043	3
1	5	0.05	-5.8923990258017405	3
1	6	0.05	-3.620070763420017	3
1	7	0.05	-2.6560001646613793	3
1	8	0.05	-5.715886195985314	3
1	9	0.05	-4.52062388808173	3
1	10	0.05	-5.742831404095167	3
2	2	0.05	-7.503436630749124	1
2	3	0.05	-7.010695327260896	1
2	4	0.05	-7.587636351112718	1
2	5	0.05	-7.646379075334883	1
2	6	0.05	-7.264272207453895	1
2	7	0.05	-7.364491426033994	1
2	8	0.05	-7.528409766949272	1
2	9	0.05	-7.319911345962316	1
2	10	0.05	-7.54677321131868	1
3	1	0.05	-7.867467989909923	5
3	2	0.05	-7.882919404832825	5
3	3	0.05	-7.911600892100157	5
3	4	0.05	-7.47766770226031	5
3	6	0.05	-7.948446548833539	5
3	7	0.05	-7.799841925016511	5
3	8	0.05	-7.893392536457091	5
3	9	0.05	-7.947022093504424	5
3	10	0.05	-5.505898298396716	5
4	1	0.05	-2.366328856612115	9
4	2	0.05	-0.11788960008893475	9
4	3	0.05	-0.9037386609501861	9
4	4	0.05	2.321079392987989	9
4	5	0.05	-2.4456564852378246	9
4	6	0.05	-0.350904039616098	9
4	7	0.05	1.5604453037407953	9
4	8	0.05	-2.3310341150186376	9
4	10	0.05	-2.233726165514599	9
5	1	0.05	-7.639756628231475	8
5	2	0.05	-7.477380110849023	8
5	3	0.05	-7.67718494776368	8
5	4	0.05	-7.708775663379007	8
5	5	0.05	-7.7095705804463925	8
5	6	0.05	-7.738573055023977	8
5	7	0.05	-7.616636870565509	8
5	9	0.05	-7.734945139638105	8
5	10	0.05	-7.489455076596815	8
6	1	0.05	-7.745609286015102	7
6	2	0.05	-7.748000233943556	7
6	3	0.05	-7.779078175211411	7
6	4	0.05	-7.829690616276402	7
6	5	0.05	-7.873612146148244	7
6	6	0.05	-7.594568810562931	7
6	8	0.05	-7.806629999510311	7
6	9	0.05	-7.837474436101263	7
6	10	0.05	-7.690646825953236	7
7	2	0.05	-7.614587900296288	1
7	3	0.05	-7.6510134973283215	1
7	4	0.05	-7.695864699064533	1
7	5	0.05	-7.755131295347614	1
7	6	0.05	-7.338852631093333	1
7	7	0.05	-7.487146512280785	1
7	8	0.05	-7.293503994212915	1
7	9	0.05	-7.67534673152054	1
7	10	0.05	-7.519055261534681	1
8	1	0.05	-0.2738446349177936	7
8	2	0.05	-2.389612448538766	7
