Img	Time(s)	Epsilon
1	12.956	0.05
2	10.885	0.05
3	12.242	0.05
4	13.461	0.05
5	11.053	0.05
6	11.648	0.05
7	10.885	0.05
8	12.767	0.05
9	11.891	0.05
10	14.089	0.05
11	12.571	0.05
12	10.997	0.05
13	12.772	0.05
14	12.56	0.05
15	11.606	0.05
16	11.51	0.05
17	12.086	0.05
18	12.634	0.05
19	13.806	0.05
20	11.823	0.05
21	12.671	0.05
22	12.597	0.05
23	13.236	0.05
24	12.953	0.05
25	12.277	0.05
26	11.955	0.05
27	12.478	0.05
28	11.85	0.05
29	13.033	0.05
30	12.463	0.05
31	1.506	0.05
32	11.169	0.05
33	12.548	0.05
34	3.038	0.05
35	12.129	0.05
36	11.926	0.05
37	12.78	0.05
38	11.418	0.05
39	12.937	0.05
40	13.549	0.05
41	10.963	0.05
42	13.256	0.05
43	12.52	0.05
44	11.964	0.05
45	13.868	0.05
46	11.021	0.05
47	12.387	0.05
48	11.78	0.05
49	11.813	0.05
50	13.582	0.05
51	11.749	0.05
52	12.268	0.05
53	11.975	0.05
54	7.49	0.05
55	12.449	0.05
56	12.054	0.05
57	12.364	0.05
58	12.3	0.05
59	12.46	0.05
60	12.794	0.05
61	11.706	0.05
62	11.785	0.05
63	11.83	0.05
64	11.922	0.05
65	13.008	0.05
66	11.146	0.05
67	12.369	0.05
68	12.157	0.05
69	12.321	0.05
70	12.58	0.05
71	12.274	0.05
72	12.087	0.05
73	11.121	0.05
74	11.596	0.05
75	13.847	0.05
76	12.488	0.05
77	11.624	0.05
78	12.825	0.05
79	12.724	0.05
80	13.481	0.05
81	12.073	0.05
82	11.248	0.05
83	12.904	0.05
84	12.482	0.05
85	14.371	0.05
86	12.774	0.05
87	12.163	0.05
88	11.373	0.05
89	13.111	0.05
90	11.26	0.05
91	11.906	0.05
92	11.248	0.05
93	12.481	0.05
94	14.464	0.05
95	11.876	0.05
96	12.148	0.05
97	12.915	0.05
98	12.981	0.05
99	1.305	0.05
100	13.221	0.05
101	11.915	0.05
102	11.368	0.05
103	11.653	0.05
104	4.846	0.05
105	13.126	0.05
106	12.689	0.05
107	12.793	0.05
108	2.748	0.05
109	12.607	0.05
110	12.227	0.05
111	12.625	0.05
112	12.319	0.05
113	12.795	0.05
114	12.222	0.05
115	12.745	0.05
116	12.378	0.05
117	12.573	0.05
118	11.322	0.05
119	10.896	0.05
120	11.611	0.05
121	13.266	0.05
122	11.221	0.05
123	12.516	0.05
124	12.412	0.05
125	12.061	0.05
126	9.259	0.05
127	12.696	0.05
128	11.145	0.05
129	11.98	0.05
130	11.052	0.05
131	13.419	0.05
132	12.019	0.05
133	12.179	0.05
134	11.645	0.05
135	11.928	0.05
136	12.811	0.05
137	12.586	0.05
138	13.217	0.05
139	11.596	0.05
140	11.6	0.05
141	13.168	0.05
142	11.846	0.05
143	11.093	0.05
144	11.041	0.05
145	12.505	0.05
146	13.234	0.05
147	12.473	0.05
148	12.715	0.05
149	11.103	0.05
150	12.513	0.05
1	14.478	0.1
2	11.819	0.1
3	12.739	0.1
4	13.549	0.1
5	14.345	0.1
6	12.944	0.1
7	12.705	0.1
8	13.969	0.1
9	14.292	0.1
10	15.471	0.1
11	12.972	0.1
12	14.445	0.1
13	13.219	0.1
14	13.522	0.1
15	12.819	0.1
16	12.438	0.1
17	12.533	0.1
18	14.48	0.1
19	13.805	0.1
20	13.132	0.1
21	13.441	0.1
22	14.745	0.1
23	14.871	0.1
24	13.139	0.1
25	13.086	0.1
26	13.012	0.1
27	14.653	0.1
28	13.623	0.1
29	12.998	0.1
30	14.056	0.1
31	1.354	0.1
32	14.524	0.1
33	13.445	0.1
34	2.651	0.1
35	12.36	0.1
36	13.541	0.1
37	4.323	0.1
38	14.215	0.1
39	9.159	0.1
40	12.58	0.1
41	12.386	0.1
42	4.149	0.1
43	13.222	0.1
44	14.693	0.1
45	13.361	0.1
46	13.209	0.1
47	13.025	0.1
48	13.668	0.1
49	12.575	0.1
50	13.018	0.1
51	13.04	0.1
52	13.289	0.1
53	15.571	0.1
54	8.217	0.1
55	14.672	0.1
56	13.215	0.1
57	13.14	0.1
58	14.56	0.1
59	13.081	0.1
60	12.538	0.1
61	12.961	0.1
62	13.851	0.1
63	12.727	0.1
64	13.2	0.1
65	13.313	0.1
66	12.572	0.1
67	13.993	0.1
68	13.682	0.1
69	12.525	0.1
70	12.159	0.1
71	14.22	0.1
72	12.199	0.1
73	13.096	0.1
74	12.886	0.1
75	13.741	0.1
76	13.377	0.1
77	12.973	0.1
78	13.428	0.1
79	13.319	0.1
80	15.141	0.1
81	13.494	0.1
82	12.258	0.1
