Img	Time(s)	Epsilon
1	19.312	0.025
2	10.762	0.025
3	11.033	0.025
4	14.484	0.025
5	10.467	0.025
6	11.984	0.025
7	10.501	0.025
8	12.067	0.025
9	13.35	0.025
10	11.292	0.025
11	12.052	0.025
12	10.77	0.025
13	11.978	0.025
14	11.729	0.025
15	13.506	0.025
16	11.496	0.025
17	11.343	0.025
18	13.101	0.025
19	12.635	0.025
20	12.8	0.025
21	12.043	0.025
22	12.276	0.025
23	13.065	0.025
24	12.042	0.025
25	10.577	0.025
26	11.168	0.025
27	12.823	0.025
28	13.12	0.025
29	11.951	0.025
30	12.346	0.025
31	1.842	0.025
32	10.247	0.025
33	12.672	0.025
34	1.727	0.025
35	10.64	0.025
36	13.113	0.025
37	10.852	0.025
38	11.673	0.025
39	14.285	0.025
